,dist,citation
3200,1.8097615,"Lu, Zhixiang and Feng, Qi and Xiao, Shengchun and Xie, Jiali and Zou, Songbing and Yang, Qiu and Si, Jianhua (2021). The Impacts Of The Ecological Water Diversion Project On The Ecology-Hydrology-Economy Nexus In The Lower Reaches In An Inland River Basin. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.resconrec.2020.105154"
3201,1.8098927,"Zeng, Zhiwei and Yang, Hua and Zhou, Hui and Lai, Nan and Song, Qidi and Ji, Qianfu and Ning, Qimeng (2023). Monitoring And Control Of Water-Ecological Space In The Dongting Lake Region. N/A, N/A(N/A), N/A-N/A. DOI: 10.3389/fenvs.2023.1200513"
3202,1.8099382,"Greenough, P. Gregg and Nelson, Erica L. (2019). Beyond Mapping: A Case For Geospatial Analytics In Humanitarian Health. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s13031-019-0234-9"
3203,1.8100528,"Yu, Qianru and Feng, Chen-Chieh and Xu, NuanYin and Guo, Luo and Wang, Dan (2019). Quantifying The Impact Of Grain For Green Program On Ecosystem Service Management: A Case Study Of Exibei Region, China. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/ijerph16132311"
3204,1.8100572,"Ramirez, Francisco and Navarro, Joan and Afan, Isabel and Hobson, Keith A. and Delgado, Antonio and Forero, Manuela G. (2012). Adapting To A Changing World: Unraveling The Role Of Man-Made Habitats As Alternative Feeding Areas For Slender-Billed Gull (<I>Chroicocephalus Genei</I>). N/A, N/A(N/A), N/A-N/A. DOI: 10.1371/journal.pone.0047551"
3205,1.8100857,"Zhu, J. J. and Liu, J. T. and Liang, H. Z. and Gao, H. and Liu, P. (2019). Vertical Gradients Of Water Supply And Demand In Taihang Mountains, China. N/A, N/A(N/A), N/A-N/A. DOI: 10.13287/j.1001-9332.201902.008"
3206,1.8101988,"Rudke, Anderson Paulo and Sikora de Souza, Vinicius Alexandre and dos Santos, Alex Mota and Freitas Xavier, Ana Carolina and Rotunno Filho, Otto Correa and Martins, Jorge Alberto (2020). Impact Of Mining Activities On Areas Of Environmental Protection In The Southwest Of The Amazon: A Gis- And Remote Sensing-Based Assessment. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.jenvman.2020.110392"
3207,1.8103924,"Dahan, K. S. and Kasei, R. A. and Husseini, R. (2023). Contribution Of Remote Sensing To Wildfire Trend And Dynamic Analysis In Two Of Ghana’s Ecological Zones: Guinea-Savanna And Forest-Savanna Mosaic. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s42408-023-00198-z"
3208,1.8104488,"Sandbhor, P. and Singh, T. P. and Kalshettey, M. (2022). Spatiotemporal Change In Urban Landscape And Its Effect On Behavior Of Diurnal Temperature Range: A Case Study Of Pune District, India. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s10668-021-01461-6"
3209,1.8105248,"Lu, Zhixiang and Zhao, Yan and Wei, Yongping and Feng, Qi and Xie, Jiali (2019). Differences Among Evapotranspiration Products Affect Water Resources And Ecosystem Management In An Australian Catchment. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs11080958"
3210,1.8106062,"Li, T. and Xu, Y. and Yao, L. (2021). Detecting Urban Landscape Factors Controlling Seasonal Land Surface Temperature: From The Perspective Of Urban Function Zones. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11356-021-13695-y"
3211,1.8106556,"Gu, Weiying and Chen, Yiyong and Dai, Muye (2019). Measuring Community Greening Merging Multi-Source Geo-Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/su11041104"
3212,1.8106866,"Vanella, Daniela and Consoli, Simona and Continella, Alberto and Chinnici, Gaetano and Milani, Mirco and Cirelli, Giuseppe Luigi and D'Amico, Mario and Maesano, Giulia and Gentile, Alessandra and La Spada, Paolo and Scollo, Francesco and Modica, Giulia and Siracusa, Laura and Longo-Minnolo, Giuseppe and Barbagallo, Salvatore (2023). Environmental And Agro-Economic Sustainability Of Olive Orchards Irrigated With Reclaimed Water Under Deficit Irrigation. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/su152015101"
3213,1.8107264,"Nguyen, L. H. and Nghiem, S. V. and Henebry, G. M. (2018). Expansion Of Major Urban Areas In The Us Great Plains From 2000 To 2009 Using Satellite Scatterometer Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.rse.2017.10.004"
3214,1.8107717,"Bhandary, Uddhab and Muller, Brian (2009). Land Use Planning And Wildfire Risk Mitigation: An Analysis Of Wildfire-Burned Subdivisions Using High-Resolution Remote Sensing Imagery And Gis Data. N/A, N/A(N/A), N/A-N/A. DOI: 10.1080/09640560903181147"
3215,1.8108448,"Radanielson, A. M. and Kato, Y. and Palao, L. K. and Feyisa, G. and Malabayabas, A. J. and Aunario, J. K. and Garcia, C. and Balanza, J. G. and Win, K. T. and Singh, R. K. and Zamora, C. and Myint, D. T. T. and Johnson, D. E. (2019). Targeting Management Practices For Rice Yield Gains In Stress-Prone Environments Of Myanmar. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.fcr.2019.107631"
3216,1.8109019,"Casa, A. D. L. and Ovando, G. and Díaz, G. (2021). Linking Data Of Enso, Ndvi-Modis And Crops Yield As A Base Of An Early Warning System For Agriculture In Córdoba, Argentina. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.rsase.2021.100480"
3217,1.8109134,"Moltchanova, Elena and Khabarov, Nikolay and Obersteiner, Michael and Ehrlich, Daniele and Moula, Micheline (2011). The Value Of Rapid Damage Assessment For Efficient Earthquake Response. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.ssci.2011.03.008"
3218,1.8109349,"Huang, Kelly and Lin, Fang-Ju and Ou, Huang-Tz and Hsu, Chien-Ning and Huang, Ling-Ya and Wang, Chi-Chuan and Toh, Sengwee (2021). Building An Active Medical Product Safety Surveillance System In Taiwan: Adaptation Of The Us Sentinel System Common Data Model Structure To The National Health Insurance Research Database In Taiwan. N/A, N/A(N/A), N/A-N/A. DOI: 10.1002/pds.5168"
3219,1.8109777,"Mohan, Ganesh (2021). A Theoretical Assessment Of Standardization In The Satellite Upstream Value Chain. N/A, N/A(N/A), N/A-N/A. DOI: 10.1089/space.2020.0037"
3220,1.8110075,"Venkatesh, K. and John, R. and Chen, J. and Xiao, J. and Amirkhiz, R. G. and Giannico, V. and Kussainova, M. (2022). Optimal Ranges Of Social-Environmental Drivers And Their Impacts On Vegetation Dynamics In Kazakhstan. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.scitotenv.2022.157562"
3221,1.811025,"Jo, J. H. and Carlson, J. and Golden, J. S. and Bryan, H. (2010). Sustainable Urban Energy: Development Of A Mesoscale Assessment Model For Solar Reflective Roof Technologies. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.enpol.2010.09.016"
3222,1.8110526,"Gallagher, A. J. and Serafy, J. E. and Cooke, S. J. and Hammerschlag, N. (2014). Physiological Stress Response, Reflex Impairment, And Survival Of Five Sympatric Shark Species Following Experimental Capture And Release. N/A, N/A(N/A), N/A-N/A. DOI: 10.3354/meps10490"
3223,1.8110626,"Melendez-Pastor, I. and Hernández, E. I. and Navarro-Pedreño, J. and Gómez, I. (2014). Socioeconomic Factors Influencing Land Cover Changes In Rural Areas: The Case Of The Sierra De Albarracín (Spain). N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.apgeog.2014.04.013"
3224,1.8112168,"Rosset, C. (2021). The Added Value Of Digitalisation: More Information, Connection And Agility. N/A, N/A(N/A), N/A-N/A. DOI: 10.3188/szf.2021.0198"
3225,1.8112261,"Rana, D. and Kumari, M. and Kumari, R. (2022). Land Use And Land Coverage Analysis With Google Earth Engine And Change Detection In The Sonipat District Of The Haryana State In India †. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/ecsa-9-13366"
3226,1.8112295,"Vasudev, D. and Goswami, V. R. and Srinivas, N. and Syiem, B. L. N. and Sarma, A. (2021). Identifying Important Connectivity Areas For The Wide-Ranging Asian Elephant Across Conservation Landscapes Of Northeast India. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/ddi.13419"
3227,1.8112475,"Reiter, Matthew E. and Elliott, Nathan K. and Jongsomjit, Dennis and Golet, Gregory H. and Reynolds, Mark D. (2018). Impact Of Extreme Drought And Incentive Programs On Flooded Agriculture And Wetlands In California's Central Valley. N/A, N/A(N/A), N/A-N/A. DOI: 10.7717/peerj.5147"
3228,1.8112521,"Inoguchi, M. and Tamura, K. and Uo, K. and Kobayashi, M. and Morishima, A. (2021). Time-Cost Estimation For Early Disaster Damage Assessment Methods, Depending On Affected Area. N/A, N/A(N/A), N/A-N/A. DOI: 10.20965/jdr.2021.p0733"
3229,1.8113253,"Bergquist, R. and Tanner, M. (2010). Controlling Schistosomiasis In Southeast Asia. A Tale Of Two Countries. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/s0065-308x(10)72005-4"
3230,1.8113544,"Tolessa, T. and Senbeta, F. and Abebe, T. (2017). Land Use/Land Cover Analysis And Ecosystem Services Valuation In The Central Highlands Of Ethiopia. N/A, N/A(N/A), N/A-N/A. DOI: 10.1080/14728028.2016.1221780"
3231,1.8114108,"Chandrashekar, Chandan Mysore and Aithal, Bharath H. (2021). Impact Assessment Of Corridor Oriented Development <I>A Case Of Urban Agglomerations Of India</I>. N/A, N/A(N/A), N/A-N/A. DOI: 10.14246/irspsdc.9.2\_172"
3232,1.811482,"Komp, Klaus-Ulrich and Mueterthies, Andreas (2016). Supporting Management Of Refugee Streams By Earth Observation And Geoinformation. N/A, N/A(N/A), N/A-N/A. DOI: 10.1127/pfg/2016/0308"
3233,1.8114891,"Abd El-Hamid, Hazem T. and Nour-Eldin, Hoda and Rebouh, Nazih Y. and El-Zeiny, Ahmed M. (2022). Past And Future Changes Of Land Use/Land Cover And The Potential Impact On Ecosystem Services Value Of Damietta Governorate, Egypt. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/land11122169"
3234,1.8115841,"Lin, Y. and Chen, Q. and Huang, F. and Xue, X. and Zhang, Y. (2023). Identifying Ecological Risk And Cost–Benefit Value For Supporting Habitat Restoration: A Case Study From Sansha Bay, Southeast China. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s13717-023-00432-1"
3235,1.8116071,"Kardas, P. and Lewandowski, K. and Bromuri, S. (2016). Type 2 Diabetes Patients Benefit From The Comodity12 Mhealth System: Results Of A Randomised Trial. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s10916-016-0619-x"
3236,1.8116232,"Wells, A. G. and Munson, S. M. and Villarreal, M. L. and Sesnie, S. E. and Laushman, K. M. (2023). Connecting Dryland Fine-Fuel Assessments To Wildfire Exposure And Natural Resource Values At Risk. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s42408-023-00196-1"
3237,1.8117263,"Robinson, Samantha G. and Haukos, David A. and Plumb, Reid T. and Lautenbach, Joseph M. and Sullins, Daniel S. and Kraft, John D. and Lautenbach, Jonathan D. and Hagen, Christian A. and Pitman, James C. (2018). Nonbreeding Home-Range Size And Survival Of Lesser Prairie-Chickens. N/A, N/A(N/A), N/A-N/A. DOI: 10.1002/jwmg.21390"
3238,1.811745,"Craven, Michael P. and Andrews, Jacob A. and Lang, Alexandra R. and Simblett, Sara K. and Bruce, Stuart and Thorpe, Sarah and Wykes, Til and Morriss, Richard and Hollis, Chris and RADAR-CNS Consortium (2020). Informing The Development Of A Digital Health Platform Through Universal Points Of Care: Qualitative Survey Study. N/A, N/A(N/A), N/A-N/A. DOI: 10.2196/22756"
3239,1.8117926,"Nagy, Rebecca K. and Schellhorn, Nancy A. and Zalucki, Myron P. (2020). Fresh, Frozen Or Fake: A Comparison Of Predation Rates Measured By Various Types Of Sentinel Prey. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/jen.12745"
3240,1.8118166,"Zhang, Zhiru and Wan, Huawei and Peng, Shilei and Huang, Lin (2023). Differentiated Factors Drive The Spatial Heterogeneity Of Ecosystem Services In Xinjiang Autonomous Region, China. N/A, N/A(N/A), N/A-N/A. DOI: 10.3389/fevo.2023.1168313"
3241,1.8118885,"Dalle, S. P. and De Blois, S. and Caballero, J. and Johns, T. (2006). Integrating Analyses Of Local Land-Use Regulations, Cultural Perceptions And Land-Use/Land Cover Data For Assessing The Success Of Community-Based Conservation. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.foreco.2005.10.052"
3242,1.8119547,"Muehlensiepen, F. and May, S. and Hadaschik, K. and Vuillerme, N. and Heinze, M. and Grahammer, M. and Labinsky, H. and Boeltz, S. and Detert, J. and Petersen, J. and Krönke, G. and Schett, G. and Knitza, J. (2023). Digitally Supported Shared Decision-Making And Treat-To-Target In Rheumatology: A Qualitative Study Embedded In A Multicenter Randomized Controlled Trial. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s00296-022-05224-y"
3243,1.8119602,"Lu, S. and Tian, F. (2021). Spatiotemporal Variations Of Agricultural Water Use Efficiency And Its Response To The Grain To Green Program During 1982–2015 In The Chinese Loess Plateau. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.pce.2020.102975"
3244,1.8119954,"Araneda-Cabrera, Ronnie J. and Bermudez, Maria and Puertas, Jeronimo (2021). Assessment Of The Performance Of Drought Indices For Explaining Crop Yield Variability At The National Scale: Methodological Framework And Application To Mozambique. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.agwat.2020.106692"
3245,1.8120096,"Kingma, B. R. M. and Steenhoff, H. and Toftum, J. and Daanen, H. A. M. and Folkerts, M. A. and Gerrett, N. and Gao, C. and Kuklane, K. and Petersson, J. and Halder, A. and Zuurbier, M. and Garland, S. W. and Nybo, L. (2021). Climapp—Integrating Personal Factors With Weather Forecasts For Individualised Warning And Guidance On Thermal Stress. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/ijerph182111317"
3246,1.8120626,"Cromar, Kevin R. and Gladson, Laura A. and Ewart, Gary (2019). Trends In Excess Morbidity And Mortality Associated With Air Pollution Above American Thoracic Society-Recommended Standards, 2008-2017. N/A, N/A(N/A), N/A-N/A. DOI: 10.1513/annalsats.201812-914oc"
3247,1.8120666,"Zhang, Xiwang and Zhu, Weiwei and Yan, Nana and Wei, Panpan and Zhao, Yifan and Zhao, Hao and Zhu, Liang (2022). Research On Service Value And Adaptability Zoning Of Grassland Ecosystem In Ethiopia. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs14112722"
3248,1.812093,"Jungbluth, G. and Fulton, R. and Moodie, L. and Seymour, P. and Williams, M. and Wolf, L. and Zhang, J. (2011). Geonetcast: Global Satellite Data Dissemination And The Technical And Social Challenges. N/A, N/A(N/A), N/A-N/A. DOI: 10.1130/2011.2482(08)"
3249,1.8121088,"Elliott, Lisa H. and Bracey, Annie M. and Niemi, Gerald J. and Johnson, Douglas H. and Gehring, Thomas M. and Giese, Erin E. Gnass E. and Fiorino, Giuseppe E. and Howe, Robert W. and Lawrence, Gregory J. and Norment, Christopher J. and Tozer, Douglas C. and Igl, Lawrence D. (2023). Application Of Habitat Association Models Across Regions: Useful Explanatory Power Retained In Wetland Bird Case Study. N/A, N/A(N/A), N/A-N/A. DOI: 10.1002/ecs2.4499"
3250,1.8122532,"Metcalf, Oliver C. and Barlow, Jos and Devenish, Christian and Marsden, Stuart and Berenguer, Erika and Lees, Alexander C. (2021). Acoustic Indices Perform Better When Applied At Ecologically Meaningful Time And Frequency Scales. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/2041-210x.13521"
3251,1.8122548,"Chen, J. and He, S. and Xue, J. and Zhang, H. and Li, Z. and Wang, L. and Li, K. (2023). Exploring Ecosystem Service Trade-Offs And Their Response To Landscape Configuration At Multi-Scales: A Case Study Of Hubei Province. N/A, N/A(N/A), N/A-N/A. DOI: 10.5846/stxb202205101303"
3252,1.8122969,"Osipova, Liudmila and Okello, Moses M. and Njumbi, Steven J. and Ngene, Shadrack and Western, David and Hayward, Matt W. and Balkenhol, Niko (2018). Fencing Solves Human-Wildlife Conflict Locally But Shifts Problems Elsewhere: A Case Study Using Functional Connectivity Modelling Of The African Elephant. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/1365-2664.13246"
3253,1.8122979,"Ganapathy, G. P. and Rajawat, A. S. (2015). Use Of Hazard And Vulnerability Maps For Landslide Planning Scenarios: A Case Study Of The Nilgiris, India. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11069-015-1587-z"
3254,1.8123493,"Lin, Z. and Laixin, L. and Dongmin, M. and Pei, Z. (2022). On The Landscape Pattern Change And The Ecological Service Value Response Taking Qianyang County As An Example. N/A, N/A(N/A), N/A-N/A. DOI: 10.19751/j.cnki.61-1149/p.2022.01.024"
3255,1.8123751,"Zhu, Benhui and Hashimoto, Shizuka (2021). Is Expansion Or Regulation More Critical For Existing Protected Areas? A Case Study On China's Eco-Redline Policy In Chongqing Capital. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/land10101084"
3256,1.8123846,"Roderick, P. and Armitage, A. and Nicholson, T. and Mehta, R. and Gerard, K. and Mullee, M. and Drey, N. and Lamping, D. and Feest, T. and Greenwood, R. and Townsend, J. (2004). A Clinical And Cost Evaluation Of Hemodialysis In Renal Satellite Units In England And Wales. N/A, N/A(N/A), N/A-N/A. DOI: 10.1053/j.ajkd.2004.03.031"
3257,1.8124382,"Stel, Jan H. (1996). A Benefit-Cost Analysis Of A Regional Global Ocean Observing System: Seawatch Europe. N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1016/0308-597x(96)00029-2"
3258,1.8125818,"Safariah, R. and Majid, M. R. and Rusli, N. (2022). The Contribution Of Housing Area To Land Surface Temperature In Bandung. N/A, N/A(N/A), N/A-N/A. DOI: 10.46754/jssm.2022.07.005"
3259,1.8126013,"Zhan, D. and Li, M. and Xiao, Y. and Man, H. and Zang, S. (2023). Spatial Differentiation And Influencing Factors Of Active Layer Thickness In The Da Hinggan Ling Prefecture. N/A, N/A(N/A), N/A-N/A. DOI: 10.3389/feart.2022.1066662"
3260,1.8126347,"Kayiranga, Alphonse and Chen, Baozhang and Trisurat, Yongyut and Ndayisaba, Felix and Sun, Shaobo and Tuankrua, Venus and Wang, Fei and Karamage, Fidele and Measho, Simon and Nthangeni, Winny and Dilawar, Adil and Zhang, Huifang and Bofana, Jose (2020). Water Use Efficiency-Based Multiscale Assessment Of Ecohydrological Resilience To Ecosystem Shifts Over The Continent Of Africa During 1992-2015. N/A, N/A(N/A), N/A-N/A. DOI: 10.1029/2020jg005749"
3261,1.8126531,"Xiao, W. and Chen, W. and Deng, X. (2021). Coupling And Coordination Of Coal Mining Intensity And Social-Ecological Resilience In China. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.ecolind.2021.108167"
3262,1.8127493,"Sun, Q. and Sun, J. and Baidurela, A. and Li, L. and Hu, X. and Song, T. (2022). Ecological Landscape Pattern Changes And Security From 1990 To 2021 In Ebinur Lake Wetland Reserve, China. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.ecolind.2022.109648"
3263,1.812763,"Zhao, Z. and Li, T. and Zhang, Y. and Lü, D. and Wang, C. and Lü, Y. and Wu, X. (2022). Spatiotemporal Patterns And Driving Factors Of Ecological Vulnerability On The Qinghai-Tibet Plateau Based On The Google Earth Engine. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs14205279"
3264,1.8128202,"Zou, T. and Chang, Y. and Chen, P. and Liu, J. (2023). Evaluation Of Eco-Environmental Vulnerability In Jilin Province Based On An Ahp-Pca Entropy Weight Model. N/A, N/A(N/A), N/A-N/A. DOI: 10.12357/cjea.20230115"
3265,1.8128742,"Joshi, Deepak R. and Ulrich-Schad, Jessica and Wang, Tong and Dunn, Barry H. and Clay, Sharon A. and Bruggeman, Stephanie A. and Clay, David E. (2019). Grassland Retention In The North America Midwest After Periods Of High Commodity Prices And Climate Variability. N/A, N/A(N/A), N/A-N/A. DOI: 10.2136/sssaj2019.03.0090"
3266,1.8128973,"Lu, Adrian and Gonthier, David J. and Sciligo, Amber R. and Garcia, Karina and Chiba, Taiki and Juarez, Gila and Kremen, Claire (2022). Changes In Arthropod Communities Mediate The Effects Of Landscape Composition And Farm Management On Pest Control Ecosystem Services In Organically Managed Strawberry Crops. N/A, N/A(N/A), N/A-N/A. DOI: 10.1111/1365-2664.14076"
3267,1.8128991,"Turk, Khalid Guma Biro and Alghannam, Abdulrahman O. O. and Zeineldin, Faisal Ibrahim (2022). Monitoring Of Hourly Carbon Dioxide Concentration Under Different Land Use Types In Arid Ecosystem. N/A, N/A(N/A), N/A-N/A. DOI: 10.1515/biol-2022-0534"
3268,1.8129064,"Gayani, M. S. and Wickramasinghe, D. D. and Dahanayake, H. D. and Weerasinghe, Y. N. (2022). Transformed Wetlands And Urban Resilience: A Case Study From Bellanwila – Attidiya Wetland Sanctuary, Sri Lanka. N/A, N/A(N/A), N/A-N/A. DOI: 10.24057/2071-9388-2021-028"
3269,1.8129089,"Debeko, D. and Angassa, A. and Abebe, A. and Burka, A. and Tolera, A. (2018). Human-Climate Induced Drivers Of Mountain Grassland Over The Last 40 Years In Sidama, Ethiopia: Perceptions Versus Empirical Evidence. N/A, N/A(N/A), N/A-N/A. DOI: 10.1186/s13717-018-0145-5"
3270,1.8130342,"Geng, Jia and Yuan, Mingsheng and Xu, Shen and Bai, Tingting and Xiao, Yang and Li, Xiaopeng and Xu, Dong (2022). Urban Expansion Was The Main Driving Force For The Decline In Ecosystem Services In Hainan Island During 1980-2015. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/ijerph192315665"
3271,1.8130481,"Fulop, Gyork (2013). From Data To Decision-Making - Experiences In Integrated Earth Observation (Ieo). N/A, N/A(N/A), N/A-N/A. DOI: https://doi.org/10.1080/10106049.2012.715205"
3272,1.8130788,"Athukorala, Darshana and Estoque, Ronald C. and Murayama, Yuji and Matsushita, Bunkei (2021). Impacts Of Urbanization On The Muthurajawela Marsh And Negombo Lagoon, Sri Lanka: Implications For Landscape Planning Towards A Sustainable Urban Wetland Ecosystem. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs13020316"
3273,1.8131208,"Shi Yao and Wang RuSong and Huang JinLou and Yang WenRui (2012). An Analysis Of The Spatial And Temporal Changes In Chinese Terrestrial Ecosystem Service Functions. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11434-012-4978-5"
3274,1.8132291,"Pattanakiat, S. and Vongvassana, S. and Phutthai, T. and Nakmuenwai, P. and Chiyanon, T. and Bhuket, V. R. N. and Sattraburut, T. and Chinsawadphan, P. and Khincharung, K. (2024). Spatial Green Space Assessment In Suburbia: Implications For Urban Development. N/A, N/A(N/A), N/A-N/A. DOI: 10.32526/ennrj/22/20230153"
3275,1.8132478,"Marshall, S. A. and Brokopp, C. D. and Size, T. (2010). Leadership Principles For Developing A Statewide Public Health And Clinical Laboratory System. N/A, N/A(N/A), N/A-N/A. DOI: 10.1177/00333549101250s214"
3276,1.8132592,"Yang, L. and Xu, H. and Tang, F. and Fu, W. and Wang, M. and Sun, F. Q. (2017). Evaluation Of Intensive Coastline Utilization Of Tianjin Center Harbor. N/A, N/A(N/A), N/A-N/A. DOI: 10.3724/sp.j.1047.2017.00417"
3277,1.813388,"Yan, Fengqin and Zhang, Shuwen and Su, Fenzhen (2019). Variations In Ecosystem Services In Response To Paddy Expansion In The Sanjiang Plain, Northeast China. N/A, N/A(N/A), N/A-N/A. DOI: 10.1080/14735903.2019.1584260"
3278,1.8133949,"Brewin, Robert J. W. and de Mora, Lee and Jackson, Thomas and Brewin, Thomas G. and Shutler, Jamie (2015). On The Potential Of Surfers To Monitor Environmental Indicators In The Coastal Zone. N/A, N/A(N/A), N/A-N/A. DOI: 10.1371/journal.pone.0127706"
3279,1.8134927,"Sannier, C. and Gilliams, S. and Ham, F. and Fillol, E. (2015). Use Of Satellite Image Derived Products For Early Warning And Monitoring Of The Impact Of Drought On Food Security In Africa. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/978-1-4939-2602-2_12"
3280,1.8135364,"Klein, Noelle and Theux, Coralie and Arlettaz, Raphael and Jacot, Alain and Pradervand, Jean-Nicolas (2020). Modeling The Effects Of Grassland Management Intensity On Biodiversity. N/A, N/A(N/A), N/A-N/A. DOI: 10.1002/ece3.6957"
3281,1.8135457,"Zarandian, A. and Mohammadyari, F. and Mirsanjari, M. M. and Visockiene, J. S. (2023). Scenario Modeling To Predict Changes In Land Use/Cover Using Land Change Modeler And Invest Model: A Case Study Of Karaj Metropolis, Iran. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s10661-022-10740-2"
3282,1.8135555,"Kyaw, Hnin Wuit Yee and Chatzidimitriou, Angeliki and Hellwig, Jocelyne and Buehler, Michael and Hawlik, Johannes and Herrmann, Michael (2023). Multifactorial Evaluation Of Spatial Suitability And Economic Viability Of Light Green Bridges Using Remote Sensing Data And Spatial Urban Planning Criteria. N/A, N/A(N/A), N/A-N/A. DOI: 10.3390/rs15030753"
3283,1.8135667,"Rozhneva, Zhanna A. and Ostashova, Evgeniya A. (2019). The Past And The Present Of Personal Digital Archives And Historical Primary Sources From The Perspective Of Research Literature. N/A, N/A(N/A), N/A-N/A. DOI: 10.17223/19988613/62/18"
3284,1.8136343,"Xiao, Wu and Fu, Yanhua and Wang, Tao and Lv, Xuejiao (2018). Effects Of Land Use Transitions Due To Underground Coal Mining On Ecosystem Services In High Groundwater Table Areas: A Case Study In The Yanzhou Coalfield. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.landusepol.2017.11.059"
3285,1.8136473,"Lokhandwala, S. and Gautam, P. (2020). Indirect Impact Of Covid-19 On Environment: A Brief Study In Indian Context. N/A, N/A(N/A), N/A-N/A. DOI: 10.1016/j.envres.2020.109807"
3286,1.8136653,"Meng, Y. and Li, R. and Jiang, J. and Wang, S. and Wu, H. (2021). Urban Street Scale Population Estimation Based On Building Information. N/A, N/A(N/A), N/A-N/A. DOI: 10.13203/j.whugis20190343"
3287,1.8136723,"Van Der Werf, G. R. and Randerson, J. T. and Giglio, L. and Gobron, N. and Dolman, A. J. (2008). Climate Controls On The Variability Of Fires In The Tropics And Subtropics. N/A, N/A(N/A), N/A-N/A. DOI: 10.1029/2007gb003122"
3288,1.8137305,"Abera, Alemayehu and Assefa, Tekalign and Adugna, Zelalem (2022). Anthropogenic Threats To Wetland Resources And Its Implication On Carbon Sequestration In Southwestern Ethiopia. N/A, N/A(N/A), N/A-N/A. DOI: 10.6092/issn.2281-4485/15836"
3289,1.8137621,"Liu Qinping and Yang Yongchun and Tian Hongzhen and Zhang Bo and Gu Lei (2014). Assessment Of Human Impacts On Vegetation In Built-Up Areas In China Based On Avhrr, Modis And Dmsp\_Ols Nighttime Light Data, 1992-2010. N/A, N/A(N/A), N/A-N/A. DOI: 10.1007/s11769-013-0645-2"
3290,1.8137648,"Chang, Donald D. and Storch, Eric A. and Black, Lance and Berk, Michael and Pellis, Neal and Lavretsky, Helen and Sutton, Jeffrey and Ternes, Kylie and Shepanek, Marc and Smith, Erin and Abbott, Ryan and Eyre, Harris A. (2020). Promoting Tech Transfer Between Space And Global Mental Health. N/A, N/A(N/A), N/A-N/A. DOI: 10.3357/amhp.5589.2020"
