"id","title","publication_year","authors","doi","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons"
6862736,"Monitoring Water Quality With Remote Sensing Image Data",2016,"{""Fukushima, T."",""Jaelani, L. M."",""Matsushita, B."",""Setiawan, F."",""Yang, W.""}","10.1201/9781315371931-20","{""book chapter""}",2024-07-18 22:07:32,"excluded","{""Data is not valued""}"
7037114,"Multi-Source Data Fusion Of Optical Satellite Imagery To Characterize Habitat Selection From Wildlife Tracking Data",NA,NA,"10.1016/j.ecoinf.2020.101149","{}",2024-11-18 18:26:25,"excluded","{""Data is not valued""}"
6670465,"Wildland Fire Management And Air Quality In The Southern Sierra Nevada: Using The Lion Fire As A Case Study With A Multi-Year Perspective On Pm2.5 Impacts And Fire Policy",2014,"{""Cisneros, R."",""Schweizer, D.""}","10.1016/j.jenvman.2014.06.007","{cco}",2024-04-11 22:19:25,"excluded","{""Data is not valued""}"
6862942,"Characterizing Forest Succession With Lidar Data: An Evaluation For The Inland Northwest, Usa",2009,"{""Evans, J. S."",""Falkowski, M. J."",""Gessler, P. E."",""Hudak, A. T."",""Martinuzzi, S.""}","10.1016/j.rse.2009.01.003","{}",2024-07-19 19:17:51,"excluded","{""Data is not valued""}"
6862848,"Evolution Of Land Use And Landscape Analysis In The Area Around The Rppn Cafundó",2015,"{""Pirovani, D. B."",""da Silva, A. G."",""dos Santos, A. R.""}","10.1590/01047760201521011182","{}",2024-07-19 20:23:05,"excluded","{""Data is not valued""}"
6863318,"A Review Of The Impact Of Cybersecurity In High-Risk Medical Devices And In-Vitro Medical Devices All Over The World",2023,"{""Muthupranesh, K."",""Nagasamy Venkatesh, D.""}","10.13005/bpj/2707","{}",2024-10-03 17:30:10,"excluded","{""ESI data not used""}"
7037306,"Design Coverage Optimization Based On Position Of Constellations And Cost Of The Launch Vehicle",NA,NA,"10.37394/232015.2021.17.107","{}",2024-11-18 23:27:41,"excluded","{""No societal value context"",""ESI data not used""}"
6862886,"Winter Wheat Yield Forecasting In Ukraine Based On Earth Observation, Meteorological Data And Biophysical Models",2013,"{""Adamenko, Tatiana"",""Kogan, Felix"",""Kolotii, Andrii"",""Kravchenko, Oleksii"",""Kryvobok, Oleksii"",""Kussul, Nataliia"",""Kussul, Olga"",""Lavrenyuk, Alla"",""Shelestov, Andrii"",""Skakun, Sergii""}","10.1016/j.jag.2013.01.002","{calibration}",2024-07-19 19:16:38,"excluded","{""Data is not valued""}"
6691664,"Economic and social benefits of meteorology and climatology in Switzerland",2010,"{""Frei, Thomas""}","https://doi.org/10.1002/met.156","{}",2024-04-26 23:09:37,"excluded","{""Valued data is not ESI""}"
7037995,"Current Status And Development Trend Of Uav Remote Sensing Applications In The Mining Industry",NA,NA,"10.13374/j.issn2095-9389.2019.12.18.003","{}",2024-10-25 19:18:00,"excluded","{""Review or opinion""}"
6658746,"Pattern Planning And Design Of Tiger Hazelnut Shrub In Urban Ecosystem Based On Remote Sensing Technology",2021,"{""Li, Huang""}","10.1016/j.eti.2020.101330","{cco}",2024-04-11 22:11:27,"excluded","{""Data is not valued""}"
6863517,"Grazing Influences Biomass Production And Protein Content Of Alpine Meadows",2022,"{""Albanell, Elena"",""Bartolome, Jordi"",""Calleja, Juan Antonio"",""Colom-Cadena, Andreu"",""Espunyes, Johan"",""Fernandez-Aguilar, Xavier"",""Galvez-Ceron, Arturo"",""Gasso, Diana"",""Ibanez, Miguel"",""Jarque-Bascunana, Laia"",""Krumins, Jennifer Adams"",""Lopez-Martin, Josep Maria"",""Serrano, Emmanuel"",""Villamuelas, Miriam""}","10.1016/j.scitotenv.2021.151771","{}",2024-09-27 23:43:24,"excluded","{""Data is not valued""}"
6691721,"Economics of an Integrated Ocean Observing System",2003,"{""Kite-Powell, Hauke""}","https://doi.org/10.4031/002533203787537276","{}",2024-04-26 19:18:34,"excluded","{""ESI data not used""}"
6863508,"Development Of A Low Cost, Gps-Based Upgrade To A Standard Handheld Gamma Detector For Mapping Environmental Radioactive Contamination",2006,"{""Paridaens, J.""}","10.1016/j.apradiso.2005.07.024","{}",2024-09-27 23:31:05,"excluded","{""ESI data not used""}"
6691671,"The ECORS system: A mobility decision-making tool based on earth observation data",2009,"{""Grandjean, Gilles""}","https://10.1109/IGARSS.2009.5417657","{}",2024-04-26 18:45:21,"excluded","{""Data is not valued""}"
7037088,"An Engineering Evaluation On The Glimpse Of Satellite Image Pre-Processing Utility Tools",NA,NA,"10.4186/ej.2015.19.2.129","{}",2024-10-25 21:50:26,"excluded","{""Data is not valued""}"
7036567,"Comparison Of Methods For Filling Daily And Monthly Rainfall Missing Data: Statistical Models Or Imputation Of Satellite Retrievals?",NA,NA,"10.3390/w14193144","{}",2024-11-21 02:24:51,"excluded","{Validation/calibration}"
7037496,"Urban Impervious Surface Automatic Threshold Detection Model Derived From Multitemporal Landsat Images",NA,NA,"10.1109/tgrs.2021.3089581","{}",2024-11-21 21:06:02,"excluded","{Validation/calibration}"
6447828,"The Not-So-Marginal Value of Weather Warning Systems",2018,"{""Miller, Benjamin M.""}","10.1175/WCAS-D-16-0093.1","{duplicate}",NA,NA,NA
6863530,"Radionavigation At A Time Of Decision",1997,"{""Last, D""}","10.1017/s0373463300023821","{navigation}",2024-07-17 21:21:22,"excluded","{""No societal value context""}"
7036799,"Swin Transformer And Deep Convolutional Neural Networks For Coastal Wetland Classification Using Sentinel-1, Sentinel-2, And Lidar Data",NA,NA,"10.3390/rs14020359","{}",2024-11-22 17:48:21,"excluded","{Validation/calibration}"
7037013,"Seabird Surveillance: Combining Cctv And Artificial Intelligence For Monitoring And Research",NA,NA,"10.1002/rse2.329","{}",2024-11-22 18:00:07,"excluded","{""ESI data not used""}"
6863649,"Satellite Remote-Sensing Observations For Definitions Of Areas For Marine Conservation: Case Study Of The Scotian Slope, Eastern Canada",2018,"{""Breeze, H."",""Devred, E."",""McIver, R.""}","10.1016/j.rse.2018.05.017","{}",2024-07-17 19:20:24,"excluded","{""Data is not valued""}"
7038281,"Hsv Color-Space-Based Automated Object Localization For Robot Grasping Without Prior Knowledge",NA,NA,"10.3390/app11167593","{}",2024-11-22 17:04:41,"excluded","{""ESI data not used""}"
6903572,"Effects Of Long-Term Land Use And Land Cover Changes On Ecosystem Service Values: An Example From The Central Rift Valley, Ethiopia",NA,NA,"10.3390/land10121373","{}",2024-09-26 01:03:08,"excluded","{""Data is not valued""}"
7037572,"Surrogated-Assisted Multimodal Multi-Objective Optimization For Hybrid Renewable Energy System",NA,NA,"10.1007/s40747-022-00943-y","{}",2024-11-21 02:25:23,"excluded","{""ESI data not used""}"
6863700,"Ecological Conditions Influence Sentinel Decisions",2011,"{""Bell, M. B. V."",""Hollen, L. I."",""Niven, F."",""Radford, A. N."",""Ridley, A. R."",""Rose, R."",""Russell, A."",""Wade, H. M.""}","10.1016/j.anbehav.2011.09.028","{""sentinel individuals"",spurious}",2024-09-30 17:13:38,"excluded","{""ESI data not used""}"
6903614,"Inclusive Development And Prioritization Of Review Questions In A Highly Controversial Field Of Regulatory Science",NA,NA,"10.1186/s13750-017-0113-z","{}",2024-09-26 00:50:09,"excluded","{""ESI data not used""}"
6863619,"Ground-Truthing Forest Change Detection Algorithms In Working Forests Of The Us Northeast",2022,"{""Beier, C. M."",""Bevilacqua, E."",""Desrochers, M. L."",""Johnson, L."",""Logan, S."",""Tripp, W.""}","10.1093/jofore/fvab075","{}",2024-07-17 00:10:18,"excluded","{""Data is not valued""}"
6862757,"From Landsat To Leafhoppers: A Multidisciplinary Approach For Sustainable Stocking Assessment And Ecological Monitoring In Mountain Grasslands",2016,"{""Amici, Andrea"",""Bueckle, Christoph"",""Cancellieri, Laura"",""Di Filippo, Alfredo"",""Filibeck, Goffredo"",""Gentile, Carmelo"",""Guglielmino, Adalgisa"",""Latini, Roberta"",""Mancini, Leone D."",""Mensing, Scott A."",""Piovesan, Gianluca"",""Primi, Riccardo"",""Ronchi, Bruno"",""Rossi, Carlo M."",""Rossini, Francesco"",""Scoppola, Anna"",""Sulli, Cinzia"",""Venanzi, Rachele""}","10.1016/j.agee.2016.04.028","{}",2024-07-19 21:07:47,"excluded","{""Data is not valued""}"
6863568,"Assessment Of Vegetation Status Of Sali River Basin, A Tributary Of Damodar River In Bankura District, West Bengal, Using Satellite Data",2020,"{""Chakrabortty, Rabin"",""Das, Biswajit"",""Malik, Sadhan"",""Pal, Subodh Chandra""}","10.1007/s10668-019-00444-y","{}",2024-09-27 23:35:25,"excluded","{""Data is not valued"",Validation/calibration}"
6863524,"Selection Of Independent Variables For Crop Yield Prediction Using Artificial Neural Network Models With Remote Sensing Data",2021,"{""Hara, Patryk"",""Niedbala, Gniewko"",""Piekutowska, Magdalena""}","10.3390/land10060609","{}",2024-07-17 21:35:17,"excluded","{""Data is not valued""}"
6903557,"Forecasting Models For Surface Water Quality Using Predictive Analytics",NA,NA,"10.1007/s10668-023-03280-3","{}",2024-09-27 22:46:38,"excluded","{Validation/calibration}"
7036794,"Collection, Standardization And Attribution Of Robust Disaster Event Information-A Demonstrator Of A National Event-Based Loss And Damage Database In Austria",NA,NA,"10.3390/geosciences12080283","{}",2024-11-18 19:23:02,"excluded","{""Data is not valued""}"
6863709,"Peat Consumption And Carbon Loss Due To Smouldering Wildfire In A Temperate Peatland",2013,"{""Davies, G. Matt"",""Gray, Alan"",""Legg, Colin J."",""Rein, Guillermo""}","10.1016/j.foreco.2013.07.051","{}",2024-09-30 15:57:42,"excluded","{""Data is not valued""}"
7037956,"A Comparative Study Of Built-Up Index Approaches For Automated Extraction Of Built-Up Regions From Remote Sensing Data",NA,NA,"10.1007/s12524-013-0333-9","{}",2024-10-30 00:07:10,"excluded","{Validation/calibration}"
6862936,"Distribution Extraction And Influencing Factors Of Farmland Concentrated Contiguous Management Based On Object-Oriented Segmentation：a Case Study Of Four Towns In Yunzhou District, Datong City Of China",2023,"{""Hongfen, Z."",""Huifang, L."",""Rutian, B."",""Yingying, F.""}","10.13254/j.jare.2022.0360","{}",2024-07-17 21:19:07,"excluded","{""Data is not valued""}"
7036746,"Mapping Of Soil Total Nitrogen Content In The Middle Reaches Of The Heihe River Basin In China Using Multi-Source Remote Sensing-Derived Variables",NA,NA,"10.3390/rs11242934","{}",2024-11-21 21:21:17,"excluded","{Validation/calibration}"
6863544,"Water Lead Exposure Risk In Flint, Michigan After Switchback In Water Source: Implications For Lead Service Line Replacement Policy",2020,"{""Keyes, C."",""McElmurry, S. P."",""Mushinski, D."",""Zahran, S.""}","10.1016/j.envres.2019.108928","{""where is the EO data?""}",2024-07-18 20:51:27,"excluded","{""ESI data not used""}"
6863323,"Integrating Remote Sensing And Diver Observations To Predict The Distribution Of Invasive Lionfish On Bahamian Coral Reefs",2019,"{""Davis, Alexandra C. D.""}","10.3354/meps13067","{}",2024-07-17 19:39:25,"excluded","{""Data is not valued""}"
6691557,"Web-based decision support system tools: the Soil and Water Assessment Tool Online visualization and analyses (SWATOnline) and NASA earth observation data downloading and reformatting tool",2019,"{""McDonald, Spencer""}","https://doi.org/10.1016/j.envsoft.2019.104499","{}",2024-04-25 02:21:01,"excluded","{""Data is not valued""}"
6863066,"4d-Var Inversion Of European Nh3 Emissions Using Cris Nh3 Measurements And Geos-Chem Adjoint With Bi-Directional And Uni-Directional Flux Schemes",2022,"{""Bash, Jesse O."",""Braban, Christine"",""Bruemmer, Christian"",""Cady-Pereira, Karen"",""Cao, Hansen"",""Capps, Shannon L."",""Dammers, Enrico"",""Ellermann, Thomas"",""Fauvel, Yannick"",""Feigenspan, Stefan"",""Flechard, Christophe"",""Geels, Camilla"",""Heath, Nicholas"",""Henze, Daven K."",""Kruit, Roy Wichink"",""Leeson, Sarah"",""Lonsdale, Chantelle"",""Meier, Mario"",""Miyazaki, Kazuyuki"",""Sanocka, Agnieszka"",""Schrader, Frederik"",""Seitler, Eva"",""Shephard, Mark W."",""Sitwell, Michael"",""Stephens, Amy C. M."",""Tang, Yuk S."",""Twigg, Marsailidh M."",""Vincent, Keith"",""Zhu, Liye""}","10.1029/2021jd035687","{}",2024-07-19 21:01:25,"excluded","{""Data is not valued""}"
6863158,"Longitudinal Associations Of Neighborhood Environment Features With Pediatric Body Mass Index",2021,"{""Auchincloss, A. H."",""Daniels, K."",""Diez Roux, A. V."",""Forrest, C. B."",""Lê-Scherban, F."",""Melly, S."",""Moore, K."",""Razzaghi, H.""}","10.1016/j.healthplace.2021.102656","{}",2024-07-19 19:26:09,"excluded","{""Data is not valued""}"
6691730,"Economic benefits of meteorological services",2002,"{""Freebairn, John""}","https://doi.org/10.1017/S1350482702001044","{interesting}",2024-04-25 02:42:23,"excluded","{""Value is not measured""}"
6863689,"New Opportunities For Low-Cost Lidar-Derived Snow Depth Estimates From A Consumer Drone-Mounted Smartphone",2023,"{""Fletcher, C. G."",""Kelly, R."",""King, F.""}","10.1016/j.coldregions.2022.103757","{maybe,calibration}",2024-07-17 21:42:52,"excluded","{""Data is not valued""}"
6863503,"Control Charts For Improved Decisions In Environmental Management: A Case Study Of Catchment Water Supply In South-West Western Australia",2013,"{""Archibald, R."",""Garkaklis, M."",""Gove, A. D."",""Matsuki, M."",""Pearse, S."",""Sadler, R.""}","10.1111/emr.12040","{}",2024-07-15 16:13:31,"excluded","{""Data is not valued""}"
6903467,"Spatial Heterogeneity Evaluation And Zoning Of Production-Living-Ecological Space Based On Multi-Source Spatial Data",NA,NA,"10.11975/j.issn.1002-6819.2021.10.026","{}",2024-09-27 22:28:14,"excluded","{""Data is not valued""}"
7036959,"Implementing A Modern E-Learning Strategy In An Interdisciplinary Environment-Empowering Unesco Stakeholders To Use Earth Observation",NA,NA,"10.3390/geosciences8120432","{}",2024-10-28 18:52:21,"excluded","{""Data is not valued""}"
6863462,"In Situ, Satellite Measurement And Model Evidence On The Dominant Regional Contribution To Fine Particulate Matter Levels In The Paris Megacity",2015,"{""Baklanov, A."",""Baltensperger, U."",""Beekmann, M."",""Beirle, S."",""Borbon, A."",""Borrmann, S."",""Bressi, M."",""Colomb, A."",""Crippa, M."",""Denier Van Der Gon, H. A. C."",""Drewnick, F."",""Eckhardt, S."",""El Haddad, I."",""Fountoukis, C."",""Freutel, F."",""Ghersi, V."",""Gros, V."",""Jaffrezo, J. L."",""Kolmonen, P."",""Lawrence, M."",""Marchand, N."",""Megaritis, A."",""Michoud, V."",""Moukhtar, S."",""Pandis, S. N."",""Petetin, H."",""Poulain, L."",""Prévôt, A. S. H."",""Rodriguez, E."",""Rosso, A."",""Schneider, J."",""Schwarzenboeck, A."",""Sciare, J."",""Slowik, J. G."",""Stohl, A."",""Szidat, S."",""Von Der Weiden-Reinmüller, S. L."",""Wiedensohler, A."",""Zhang, Q. J."",""Zotter, P.""}","10.5194/acp-15-9577-2015","{}",2024-09-30 01:30:22,"excluded","{""Data is not valued""}"
6691518,"Extracting the benefits of Earth observation",2021,"{""Digital Earth Australia""}","https://frontiersi.com.au/wp-content/uploads/2021/08/FrontierSI_DigitalEarth_ExtractingEarthObservat","{}",2024-04-26 18:55:44,"excluded","{""No societal value context"",""Value is not measured"",""Data is not valued""}"
6863440,"Geospatial Tools Address Emerging Issues In Spatial Ecology: A Review And Commentary On The Special Issue",2011,"{""Dawson, Terry P."",""Franklin, Janet"",""Pilesjo, Petter"",""Skidmore, Andrew K.""}","10.1080/13658816.2011.554296","{}",2024-07-17 21:28:44,"excluded","{""Review or opinion""}"
6863710,"Geospatial-Based Soil Management Analysis Using Novel Technique For Better Soil Conservation",2022,"{""Aslam, Bilal"",""Khalil, Umer""}","10.1007/s40808-020-01078-0","{calibration}",2024-07-18 21:45:42,"excluded","{""Data is not valued""}"
7037765,"Evaluation And Comparison Of Eight Machine Learning Models In Land Use/Land Cover Mapping Using Landsat 8 Oli: A Case Study Of The Northern Region Of Iran",NA,NA,"10.1007/s42452-019-1527-8","{}",2024-11-21 21:24:55,"excluded","{Validation/calibration}"
7037972,"Improving Maize Nitrogen Nutrition Index Prediction Using Leaf Fluorescence Sensor Combined With Environmental And Management Variables",NA,NA,"10.1016/j.fcr.2021.108180","{}",2024-10-28 19:39:52,"excluded","{""Data is not valued""}"
6863345,"Surface Coal Mining Impacts On Land Use Change And Ecological Service Value: A Case Study In Shengli Coalfield, Inner Mongolia",2022,"{""Chen, Y."",""Guo, J."",""Qiao, Y."",""Su, X."",""Wang, L."",""Ying, L."",""Zhai, Z."",""Zhang, L."",""Zhou, J."",""Zhou, X."",""Zhou, Y.""}","10.1007/s40789-022-00518-9","{}",2024-07-12 19:33:50,"excluded","{""Data is not valued""}"
7038013,"Understanding The Adoption Of Digital Terrestrial, Cable-Based, And Satellite-Based Television To Speed Up The Analogue Switch-Off In Indonesia",NA,NA,"10.1016/j.tele.2021.101633","{}",2024-11-22 17:56:45,"excluded","{""ESI data not used""}"
6447817,"Quantifying flood mitigation services: The economic value of Otter Creek wetlands and floodplains to Middlebury, VT",2016,"{""Galford, Gillian"",""O'Niel-Dunne, Jarlath"",""Polasky, Stephen"",""Ricketts, Taylor"",""Watson, Keri B.""}","10.1016/j.ecolecon.2016.05.015","{}",NA,NA,NA
6903489,"A Simple Approach For Monitoring Vegetation Change Using Time Series Remote Sensing Analysis: A Case Study From The Thathe Vondo Area In Limpopo Province, South Africa",NA,NA,"10.17159/sajs.2021/8226","{}",2024-10-01 17:31:00,"excluded","{""Data is not valued"",Validation/calibration}"
6862858,"New Approach For Using Remotely Sensed Chlorophyll A To Identify Seabird Hotspots",2012,"{""Santora, Jarrod A."",""Suryan, Robert M."",""Sydeman, William J.""}","10.3354/meps09597","{}",2024-10-03 17:31:14,"excluded","{Validation/calibration}"
6903465,"Soil Moisture Monitoring By Downscaling Of Remote Sensing Products Using Lst/Vi Space Derived From Modis Products",NA,NA,"10.2166/ws.2023.002","{validation}",2024-09-26 00:54:34,"excluded","{""Data is not valued""}"
6862845,"A Remote Sensing-Based Approach To Estimating Montado Canopy Density Using The Fcd Model: A Contribution To Identifying Hnv Farmlands In Southern Portugal",2016,"{""Gil, Artur"",""Godinho, Sergio"",""Guiomar, Nuno"",""Neves, Nuno"",""Pinto-Correia, Teresa""}","10.1007/s10457-014-9769-3","{calibration}",2024-07-19 20:32:17,"excluded","{""Data is not valued""}"
6903606,"Local Drivers Of Anthropogenic Climate Change: Quantifying The Impact Through A Remote Sensing Approach In Brisbane",NA,NA,"10.3390/rs12142270","{}",2024-09-27 18:50:49,"excluded","{""Data is not valued"",Validation/calibration}"
6863385,"Conflicts Of Interest And Emissions From Land Conversions: State Of New Jersey As A Case Study",2022,"{""Hao, Z."",""Lin, L."",""Mikhailova, E. A."",""Post, C. J."",""Post, G. C."",""Schlautman, M. A."",""Shepherd, G. B."",""Zurqani, H. A.""}","10.3390/geographies2040041","{}",2024-07-19 19:15:51,"excluded","{""Data is not valued""}"
7036953,"Remote Sensing Of Crop Residue And Tillage Practices: Present Capabilities And Future Prospects",NA,NA,"10.1016/j.still.2013.12.009","{}",2024-10-25 21:53:20,"excluded","{""Review or opinion""}"
7037128,"Comparative Analysis Of Opportunities In The Application Of The Factor Land In The State Of Goiás",NA,NA,"10.17765/2176-9168.2020v13n1p117-134","{}",2024-11-18 23:28:30,"excluded","{""ESI data not used""}"
6863600,"Multi-Variant Decision Support E-System For Device And Knowledge Based Intelligent Residential Environment",2007,"{""Gulbinas, Andrius"",""Kaklauskas, Arturas"",""Naimaviciene, Jurga""}","10.3846/13928619.2007.9637816","{}",2024-07-19 20:56:58,"excluded","{""ESI data not used""}"
6447827,"Floodnet: a telenetwork for acquisition, processing and dissemination of earth observation data for monitoring and emergency management of floods",1997,"{""Blyth, Ken""}","10.1002/(SICI)1099-1085(199708)11:10<1359::AID-HYP529>3.0.CO;2-6","{}",NA,NA,NA
7038139,"A Unified Multi-Purpose Calibration Site For Aerial And High Resolution Satellite Sensors",NA,NA,"10.1007/s12524-014-0385-5","{}",2024-10-30 17:23:31,"excluded","{""ESI data not used"",Validation/calibration}"
7038277,"Satellite Control Method For Fast Attitude Maneuver And Stabilization",NA,NA,"10.16708/j.cnki.1000-758x.2017.0058","{}",2024-10-28 19:08:24,"excluded","{""No societal value context"",""ESI data not used""}"
7038528,"Building Information Modelling (Bim) Capabilities In The Design And Planning Of Rural Settlements In China: A Systematic Review",NA,NA,"10.3390/land11101861","{}",2024-10-25 21:55:38,"excluded","{""Review or opinion""}"
6903663,"Potential Ecosystem Service Values Of Mangrove Forests In Southeastern China Using High-Resolution Satellite Data",NA,NA,"10.1016/j.ecss.2018.05.023","{}",2024-09-26 00:55:41,"excluded","{""Data is not valued""}"
6863246,"An Integrated Approach For Mapping Groundwater Potential Applying Geospatial And Mif Techniques In The Semiarid Region",2021,"{""Bhattacharya, Soumik"",""Das, Sandipan"",""Das, Swarupa"",""Kalashetty, Mahesh"",""Warghat, Sumedh R.""}","10.1007/s10668-020-00593-5","{}",2024-07-17 21:51:22,"excluded","{""Data is not valued""}"
6903657,"Limited Reciprocal Surrogacy Of Bird And Habitat Diversity And Inconsistencies In Their Representation In Romanian Protected Areas",NA,NA,"10.1371/journal.pone.0251950","{}",2024-09-26 00:56:27,"excluded","{""Data is not valued""}"
7038459,"A Case Report Assessing The Utility Of A Low-Cost Tracking Gps Device For Monitoring Terrestrial Mammal Movements",NA,NA,"10.1186/s40317-023-00347-w","{}",2024-11-22 18:04:35,"excluded","{""Data is not valued""}"
6863110,"Predicting Treatment Effects In Unipolar Depression: A Meta-Review",2020,"{""Cipriani, A."",""Efthimiou, O."",""Gillett, G."",""Tomlinson, A.""}","10.1016/j.pharmthera.2020.107557","{}",2024-10-03 21:48:35,"excluded","{""ESI data not used"",""Review or opinion""}"
6863037,"Estimation Of Rainfall-Runoff Using Scs-Cn Method And Gis Techniques In Drought-Prone Area Of Upper Kangsabati Watershed, India",2022,"{""Ghosh, Manoranjan"",""Pal, Subodh Chandra"",""Saha, Asish""}","10.1007/s40899-022-00731-z","{}",2024-07-17 21:22:28,"excluded","{""Data is not valued""}"
6863201,"Mapping Beach Morphodynamics Remotely: A Novel Application Tested On South African Sandy Shores",2011,"{""Harris, Linda"",""Nel, Ronel"",""Schoeman, David""}","10.1016/j.ecss.2010.12.013","{calibration}",2024-07-17 21:39:15,"excluded","{""Data is not valued""}"
7038019,"Lessons From A Global Remote Sensing Mapping Project. A Review Of The Impact Of The Millennium Coral Reef Mapping Project For Science And Management",NA,NA,"10.1016/j.scitotenv.2021.145987","{""interesting though""}",2024-11-18 18:20:37,"excluded","{""Review or opinion""}"
6863336,"Remote Sensing Based Binary Classification Of Maize. Dealing With Residual Autocorrelation In Sparse Sample Situations",2019,"{""Emmerling, C."",""Gilcher, M."",""Ruf, T."",""Udelhoven, T.""}","10.3390/rs11182172","{}",2024-09-30 17:13:01,"excluded","{""Data is not valued""}"
6663910,"Cold Atom Interferometry In Satellite Geodesy For Sustainable Environmental Management",2022,"{""Batsukh, K.""}","10.1007/978-3-030-99593-5_4","{cco}",2024-04-11 22:18:33,"excluded","{""Data is not valued""}"
6863217,"Comparison Of Land Surface Temperature Before, During And After The Covid-19 Lockdown Using Landsat Imagery: A Case Study Of Casablanca City, Morocco",2021,"{""Fekri, A."",""Laghlimi, M."",""Taoufik, M.""}","10.7494/geom.2021.15.2.105","{}",2024-07-17 21:52:46,"excluded","{""Data is not valued""}"
7037035,"A Web-Based Gis Enabled Soil Information System For The United Arab Emirates And Its Applicability In Agricultural Land Use Planning",NA,NA,"10.1007/s12517-014-1289-y","{}",2024-11-19 19:57:05,"excluded","{""Data is not valued""}"
6903642,"Satellite Altimetry For Ocean And Coastal Applications: A Review",NA,NA,"10.3390/rs15163939","{}",2024-09-26 00:47:03,"excluded","{""Review or opinion""}"
6666545,"Satellite Remote Sensing For Forestry Planning—A Review",1998,"{""Holmgren, P."",""Thuresson, T.""}","10.1080/02827589809382966","{maybe,cco}",2024-04-15 19:17:53,"excluded","{""Review or opinion""}"
6666545,"Satellite Remote Sensing For Forestry Planning—A Review",1998,"{""Holmgren, P."",""Thuresson, T.""}","10.1080/02827589809382966","{maybe,cco}",2024-04-18 19:24:06,"excluded","{""Review or opinion""}"
7038688,"A Sustainability-Based Socio-Technical-Environmental Project Selection Algorithm",NA,NA,"10.1007/s40899-017-0149-9","{}",2024-10-28 00:07:22,"excluded","{""ESI data not used""}"
6862918,"Towards A Comprehensive And Consistent Global Aquatic Land Cover Characterization Framework Addressing Multiple User Needs",2020,"{""Clevers, Jan G. P. W."",""Herold, Martin"",""Tsendbazar, Nandin-Erdene"",""Xu, Panpan""}","10.1016/j.rse.2020.112034","{}",2024-07-19 23:51:29,"excluded","{""Data is not valued""}"
6863321,"New Ocean, New Needs: Application Of Pteropod Shell Dissolution As A Biological Indicator For Marine Resource Management",2017,"{""Bednarsek, N."",""Feely, R. A."",""Harvey, C. J."",""Klinger, T."",""McCabe, R. M."",""Newton, J."",""Tolimieri, N."",""Weisberg, S.""}","10.1016/j.ecolind.2017.01.025","{""sentinel species"",spurious}",2024-09-30 15:56:35,"excluded","{""ESI data not used""}"
6863016,"Assessment Of Water Quality Based On Landsat 8 Operational Land Imager Associated With Human Activities In Korea",2015,"{""Choi, M."",""Lim, J.""}","10.1007/s10661-015-4616-1","{}",2024-07-17 00:05:11,"excluded","{""Data is not valued""}"
6863453,"Optimizing Natural Boundary Definition And Functional Zoning In Protected Areas: An Integrated Framework Encompassing Species, Landscapes And Ecosystems",2024,"{""Chen, F."",""Ma, Y."",""Shang, E."",""Wang, S."",""Yao, W."",""Zeng, Y."",""Zhang, S.""}","10.1016/j.gecco.2023.e02781","{}",2024-07-16 23:11:05,"excluded","{""Data is not valued""}"
6691676,"Earth Observations as Decision Support for Adaptation and Mitigation Strategies in Response to Coastal Sea Level Rise",2009,"{""Plag, Hans-Peter""}","http://hpplag.com/publications/pubs/2009_plag_lsl_isrse_paper.pdf","{}",2024-04-26 19:07:36,"excluded","{""Value is not measured"",""Data is not valued""}"
6863146,"Topographic Diversity As An Indicator For Resilience Of Terrestrial Protected Areas Against Climate Change",2021,"{""Beierkuhnlein, Carl"",""Hoffmann, Samuel"",""Lawrence, Alexandra""}","10.1016/j.gecco.2020.e01445","{}",2024-07-16 23:33:29,"excluded","{""Data is not valued""}"
7038297,"Identifying The Value Of An Ehealth Intervention Aimed At Cognitive Impairments: Observational Study In Different Contexts And Service Models",NA,NA,"10.2196/17720","{}",2024-11-18 19:36:34,"excluded","{""ESI data not used""}"
6862924,"Impact Of Landscape Patterns On Ecosystem Services In China: A Case Study Of The Central Plains Urban Agglomeration",2024,"{""Zhong, M.""}","10.3389/fenvs.2024.1285679","{}",2024-09-30 17:33:58,"excluded","{""Data is not valued""}"
6863616,"Forest And Land Fires, Toxic Haze And Local Politics In Indonesia",2019,"{""Achdiawan, R."",""Dermawan, A."",""Dewayani, A. A."",""Kartodihardjo, H."",""Okarda, B."",""Purnomo, H."",""Shantiko, B.""}","10.1505/146554819827906799","{}",2024-07-19 18:34:45,"excluded","{""Data is not valued""}"
6863607,"An Evaluation Of The Economic Viability Of Environmental Offsets In The Saltworks Industry",2020,"{""Fernandes, R. T. V."",""Fernandes, R. T. V."",""Novaes, J. L. C."",""Pinto, A. R. M."",""de Oliveira, J. F.""}","10.1590/0103-8478cr20180985","{""eo=env offsets""}",2024-07-17 00:08:57,"excluded","{""Valued data is not ESI""}"
7036583,"Remote Sensing From Space—Present And Future Applications In Forestry, Nature Conservation And Landscape Management",NA,NA,"10.1080/10295925.1999.9631222","{}",2024-10-25 23:02:26,"excluded","{""Data is not valued""}"
7038333,"Quantifying And Mapping Ecosystem Services Supplies And Demands: A Review Of Remote Sensing Applications",NA,NA,"10.1021/es300157u","{}",2024-11-18 18:23:51,"excluded","{""Review or opinion""}"
