id,title,year,doi,tags,phase,screening_status,excl_reasons
7038221,A 6-Year-Long (2013-2018) High-Resolution Air Quality Reanalysis Dataset In China Based On The Assimilation Of Surface Observations From Cnemc,NA,10.5194/essd-13-529-2021,{},classifier round 2,excluded,{Validation/calibration}
6863690,Marine Ecological Footprint Indicates Unsustainability Of The Pohnpei (Micronesia) Coral Reef Fishery,2015,10.1017/s037689291400023x,{},sample 1000,excluded,"{""Data is not valued""}"
6691520,Inclusive Design of Earth Observation Decision Support Systems for Environmental Governance: A Case Study of Lake Nokoué,2021,https://doi.org/10.3389/fclim.2021.717418,{},soc ben repo,excluded,"{""Data is not valued""}"
6863080,Retraction: Bso Feature Selection Based Machine Learning Solar Radiation Prediction,2021,10.1088/1742-6596/1916/1/012030,{},sample 1000,excluded,"{""Data is not valued""}"
7037258,Using Virtual Environments To Improve The Realism Of Choice Experiments: A Case Study About Coastal Erosion Management,NA,10.1016/j.jeem.2016.08.001,{},classifier round 3,excluded,"{""Data is not valued""}"
6903536,A New Remote-Sensing-Based Indicator For Integrating Quantity And Quality Attributes To Assess The Dynamics Of Ecosystem Assets,NA,10.1016/j.gecco.2020.e00999,{},classifier round 1,excluded,"{""Data is not valued""}"
7038577,Model-Driven Coordinated Management Of Data Centers,NA,10.1016/j.comnet.2010.08.011,{},classifier round 2,excluded,"{""No societal value context"",""ESI data not used""}"
6903503,An Intelligent Hot-Desking Model Harnessing The Power Of Occupancy Sensing Data,NA,10.1108/f-01-2016-0014,{spurious},classifier round 1,excluded,"{""No societal value context"",""ESI data not used""}"
6903623,Combining Hyper-Resolution Land Surface Modeling With Smap Brightness Temperatures To Obtain 30-M Soil Moisture Estimates,NA,10.1016/j.rse.2020.111740,{},classifier round 1,excluded,{Validation/calibration}
6862781,Classification Of Expansive Grassland Species In Different Growth Stages Based On Hyperspectral And Lidar Data,2018,10.3390/rs10122019,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6691524,Value Generation Through Public Procurement of Innovative Earth Observation Applications: Service-Dominant Logic Perspective,2021,https://doi.org/10.1089/space.2021.0016,{},soc ben repo,excluded,"{""Data is not valued""}"
6863301,Tamsat-Alert V1: A New Framework For Agricultural Decision Support,2018,10.5194/gmd-11-2353-2018,"{maybe,""check it out""}",sample 1000,excluded,"{""Data is not valued""}"
6862782,"Integrating Gis And Fuzzy Logic For Urban Solid Waste Management (A Case Study Of Sanandaj City, Iran)",2007,10.3923/pjbs.2007.4000.4007,{maybe},sample 1000,excluded,"{""Data is not valued""}"
7037374,Remote Sensing Image Compression Assessment Based On Multilevel Distortions,NA,10.1117/1.jrs.8.083680,{},classifier round 2,excluded,{Validation/calibration}
6691727,Toward Integrated Earth Sensing: The Role of In Situ Sensing,2002,https://www.isprs.org/proceedings/XXXIV/part1/paper/00097.pdf,{},soc ben repo,excluded,"{""Data is not valued""}"
6862802,4d-Trajectory Air Traffic Management: Are There 'Killer Apps'? - Part 2,2012,10.1017/s0373463312000173,"{""sat nav""}",classifier round 1,excluded,"{""ESI data not used""}"
6863362,Integrating Soil Moisture Retrieved From L-Band Microwave Radiation Into An Energy Balance Model To Improve Evapotranspiration Estimation On The Irrigated Oases Of Arid Regions In Northwest China,2015,10.1016/j.agrformet.2015.08.260,{},sample 1000,excluded,"{""Data is not valued""}"
7037319,Contribution From Long-Term Ecological Monitoring To Research And Management Of Donana Ltser Platform,NA,10.7818/ecos.2016.25-1.03,{},classifier round 3,excluded,"{""Review or opinion""}"
6691661,Earth observations and Health decisions,2010,https://www.isprs.org/proceedings/XXXVIII/part8/headline/GEO%20Special%20Session%20-%201/GEO12_20100,{},soc ben repo,excluded,"{""Data is not valued""}"
6863067,Model-Based Assessment Of The Pattern Differences And The Equity Of National Carbon Emissions In China During 2000-2010,2015,10.1016/j.jclepro.2014.08.066,{},classifier round 1,excluded,"{""Data is not valued""}"
6691516,Essential Earth observation variables for high-level multi-scale indicators and policies,2022,https://doi.org/10.1016/j.envsci.2021.12.024,{interesting},soc ben repo,excluded,"{""Review or opinion""}"
6863013,Integrating Forest Cover Change And Carbon Storage Dynamics: Leveraging Google Earth Engine And Invest Model To Inform Conservation In Hilly Regions,2023,10.1016/j.ecolind.2023.110374,{},sample 1000,excluded,"{""Data is not valued""}"
6863559,A Nonparametric Approach To Filling Gaps In Satellite-Retrieved Aerosol Optical Depth For Estimating Ambient Pm2.5 Levels,2018,10.1016/j.envpol.2018.09.052,{algorithm},sample 1000,excluded,"{""Data is not valued""}"
6863384,"Study Of Soil Erosion By Using Remote Sensing And Gis Techniques In Sone Command Area In Bihar, India",2022,10.1016/j.matpr.2022.04.739,{},sample 1000,excluded,"{""Data is not valued""}"
6862851,"Variations Of Ecosystem Service Value In Response To Land-Use Change In The Kashgar Region, Northwest China",2018,10.3390/su10010200,{},sample 1000,excluded,"{""Data is not valued""}"
6862863,Passive Monitoring Of Mental Health Status In The Criminal Forensic Population,2019,10.29158/jaapl.003865-19,{},sample 1000,excluded,"{""ESI data not used""}"
6863461,The Responses Of Ecosystem Services To Land-Use Change In Dianshan Lake Area From 1984 To 2014,2019,10.5846/stxb201801220166,{},sample 1000,excluded,"{""Data is not valued""}"
6863565,Impact Of The Transport Of Aerosols From The Free Troposphere Towards The Boundary Layer On The Air Quality In The Paris Area,2008,10.1016/j.atmosenv.2007.09.044,{},sample 1000,excluded,"{""Data is not valued""}"
7037172,Applicability Of Satellite-Based Rainfall Algorithms For Estimating Flood-Related Rainfall Events In The Mid-Latitudes. Part I: Spatial Integration,NA,10.1111/j.1753-318x.2011.01102.x,{},classifier round 2,excluded,"{""Data is not valued""}"
6863203,Hydrological Simulation Using Trmm And Chirps Precipitation Estimates In The Lower Lancang-Mekong River Basin,2019,10.1007/s11769-019-1014-6,{},classifier round 1,excluded,"{""Data is not valued""}"
6863356,Combined Impacts Of Land Use And Soil Property Changes On Soil Erosion In A Mollisol Area Under Long-Term Agricultural Development,2018,10.1016/j.scitotenv.2017.09.173,{},sample 1000,excluded,"{""Data is not valued""}"
6863024,Integration Of Alos Palsar And Landsat Data For Land Cover And Forest Mapping In Northern Tanzania,2016,10.3390/land5040043,{calibration},sample 1000,excluded,"{""Data is not valued""}"
7036980,Willingness To Pay For Clean Air In China,NA,10.1016/j.jeem.2019.01.005,{},classifier round 2,excluded,"{""Data is not valued""}"
7036745,Long-Term Degradation Prediction And Assessment With Heteroscedasticity Telemetry Data Based On Gru-Garch And Md Hybrid Method: An Application For Satellite,NA,10.1016/j.ast.2021.106826,{},classifier round 3,excluded,"{""ESI data not used"",Validation/calibration}"
6863004,Remotely Sensed Forest Structural Complexity Predicts Multi Species Occurrence At The Landscape Scale,2013,10.1016/j.foreco.2013.07.023,{},sample 1000,excluded,"{""Data is not valued""}"
7036672,"Assessment Of Modis-Evi, Modis-Ndvi And Vegetation-Ndvi Composite Data Using Agricultural Measurements: An Example At Corn Fields In Western Mexico",NA,10.1007/s10661-005-9006-7,{},classifier round 3,excluded,{Validation/calibration}
7038299,Hsi Modeling And Intelligent Optimization For Fishing Ground Forecasts Using A Genetic Algorithm,NA,10.5846/stxb201212171813,{},classifier round 2,excluded,{Validation/calibration}
6863560,"Population Dynamics And Movements Of Atlantic Tarpon, Megalops Atlanticus, In The Parnaiba Delta Protected Area, Brazil: Challenges For Local Fishery Management Planning",2023,10.1007/s10641-022-01307-8,{},sample 1000,excluded,"{""Data is not valued""}"
6862919,Raising Standards While Watching The Bottom Line: Making A Business Case For Infection Control,2007,10.1086/521852,"{""sentinel surveillance""}",sample 1000,excluded,"{""ESI data not used""}"
6670918,"Ecology, Environment And Education, The Role Of Erasmus+ Projects In Support To Life Programme",2020,10.5593/sgem2020/5.1/s23.115,{cco},early,excluded,"{""ESI data not used""}"
6691624,New Trends in Earth-Science Outreach and Engagement,2014,https://doi.org/10.1007/978-3-319-01821-8_10,{},soc ben repo,excluded,"{""Data is not valued""}"
6863017,Perceptions Of Land Use And Land Cover Analysed Using Geospatial Data,2022,10.1016/j.apgeog.2022.102757,"{interesting,""perception vs data"",revisit}",sample 1000,excluded,"{""Data is not valued""}"
7038387,Environmental Applications Of Remote Sensing,NA,10.1016/b978-0-12-809582-9.00003-7,{},classifier round 2,excluded,"{""Data is not valued""}"
6691706,Satellite Image Analysis for Disaster and Crisis-Management Support,2007,https://doi.org/10.1109/TGRS.2007.895830,{},soc ben repo,excluded,"{""Data is not valued""}"
6863100,Landsat Imagery Spectral Trajectories-Important Variables For Spatially Predicting The Risks Of Bark Beetle Disturbance,2016,10.3390/rs8080687,{},sample 1000,excluded,"{""Data is not valued""}"
6863121,The Surface Geology Of The Prince Edward Islands: Refined Spatial Data And Call For Geoconservation,2021,10.25131/sajg.124.0014,"{""geoheritage value""}",sample 1000,excluded,"{""Data is not valued""}"
6863139,A Complex Aerosol Transport Event Over Europe During The 2017 Storm Ophelia In Cams Forecast Systems: Analysis And Evaluation,2020,10.5194/acp-20-13557-2020,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6862928,Characterizing Uncertainty Of General Building Stock Exposure Data,2022,10.1177/87552930221079852,{},sample 1000,excluded,"{""Data is not valued""}"
6691566,Capacity Building Approach and Application: Utilization of Earth Observation Data and Geospatial Information Technology in the Hindu Kush Himalaya,2019,https://doi.org/10.3389/fenvs.2019.00165,{},soc ben repo,excluded,"{""Data is not valued""}"
6863191,"Diversification Of Land Surface Temperature Change Under Urban Landscape Renewal: A Case Study In The Main City Of Shenzhen, China",2017,10.3390/rs9090919,{},classifier round 1,excluded,"{""Data is not valued""}"
7037506,Integration Of Farm Financial Accounting And Farm Management Information Systems For Better Sustainability Reporting,NA,10.3390/electronics12061485,{},classifier round 2,excluded,"{""Data is not valued""}"
6863667,Improving The Efficiency Of Conservation Policies With The Use Of Surrogates Derived From Remotely Sensed And Ancillary Data,2013,10.1016/j.ecolind.2012.10.020,{},sample 1000,excluded,"{""Data is not valued""}"
6863435,A Multiscalar Approach To Mapping Marginal Agricultural Land: Smallholder Agriculture In Malawi,2018,10.1080/24694452.2017.1403877,{},classifier round 1,excluded,"{""Data is not valued""}"
7037517,Geostationary Satellite Station-Keeping Using Convex Optimization,NA,10.2514/1.g001302,{},classifier round 3,excluded,"{""No societal value context"",""ESI data not used""}"
6862879,Effects Of Vegetation Restoration On Soil Conservation And Sediment Loads In China: A Critical Review,2013,10.1080/10643389.2011.644225,{},sample 1000,excluded,"{""Data is not valued"",""Review or opinion""}"
6691753,Global warming uncertainties and the value of information: an analysis using CETA,1993,https://doi.org/10.1016/0928-7655(93)90019-Q,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
7036616,Machine Learning Approaches For Burned Area Identification Using Sentinel-2 In Central Kalimantan,NA,10.5937/jaes18-25495,{},classifier round 3,excluded,{Validation/calibration}
7037322,Evaluating Landscape Options For Corridor Restoration Between Giant Panda Reserves,NA,10.1371/journal.pone.0105086,{},classifier round 2,excluded,"{""Data is not valued""}"
6691534,NASA Harvest(ing) Earth Observations for Informed Agricultural Decisions,2020,https://doi.org/10.1109/IGARSS39084.2020.9324176,{},soc ben repo,excluded,"{""Value is not measured"",""Data is not valued""}"
7038383,Nationwide Prediction Of Drought Conditions In Iran Based On Remote Sensing Data,NA,10.1109/tc.2013.118,{},classifier round 3,excluded,{Validation/calibration}
6862827,"Analysis Of Spatiotemporal Changes Of Ecological Environment Quality And Its Coupling Coordination With Urbanization In The Yangtze River Delta Urban Agglomeration, China",2023,10.3390/ijerph20021627,{},classifier round 1,excluded,"{""Data is not valued""}"
6691513,Satellite observations of NO2 indicate legacy impacts of redlining in U.S. Midwestern cities,2022,https://doi.org/10.1525/elementa.2022.00027,{},soc ben repo,excluded,"{""Data is not valued""}"
6862903,"Analysis Of Urban Sprawl And Growth Pattern Using Geospatial Technologies In Megacity, Bangkok, Thailand",2022,10.1007/978-3-031-08017-3_10,{},sample 1000,excluded,"{""Data is not valued""}"
6863279,Deforestation And Co 2 Emissions In Coastal Tanzania From 1990 To 2007,2012,10.1017/s037689291100035x,{},sample 1000,excluded,"{""Data is not valued""}"
6863229,"Prescribed Burning Protects Endangered Tropical Heathlands Of The Arnhem Plateau, Northern Australia",2015,10.1111/1365-2664.12455,{},sample 1000,excluded,"{""Data is not valued""}"
6863111,Crowdsourced Data For Bicycling Research And Practice,2021,10.1080/01441647.2020.1806943,{},sample 1000,excluded,"{""ESI data not used""}"
6863300,Sustainable Forest Management Tools For The Moscow Region,2019,10.24057/2071-9388-2019-57,{},sample 1000,excluded,"{""Data is not valued""}"
6862832,Spatial Modeling Of Susceptibility To Subsidence Using Machine Learning Techniques,2021,10.1007/s00477-020-01967-x,{},sample 1000,excluded,"{""Data is not valued""}"
7038612,Incorporating Ecological And Evolutionary Processes Into Continental-Scale Conservation Planning,NA,10.1890/07-1684.1,{},classifier round 2,excluded,"{""Data is not valued""}"
7036900,Research Progress And Challenges Of Data-Driven Quantitative Remote Sensing,NA,10.11834/jrs.20211410,{},classifier round 3,excluded,"{""Review or opinion""}"
6863659,Mapping High-Resolution Forest Aboveground Biomass Of China Using Multisource Remote Sensing Data,2023,10.1080/15481603.2023.2203303,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6691600,"Satellite Climate Data Records: Development, Applications, and Societal Benefits",2016,https://doi.org/10.3390/rs8040331,{},soc ben repo,excluded,"{""Review or opinion""}"
6903547,Prediction Of Spatial Distribution Of Soil Nutrients Using Terrain Attributes And Remote Sensing Data,NA,10.3969/j.issn.1002-6819.2010.05.033,"{""terra = terrain"",spurious}",classifier round 1,excluded,"{""ESI data not used""}"
6862846,Diabetes Self-Management Education Support Healthy Teaching Kitchen Cooking Classes Delivered Using A Telehealth Technology,2021,10.1177/26350106211004887,{},classifier round 1,excluded,"{""ESI data not used""}"
6691765,The economic utility of weather forecasts,1955,https://journals.ametsoc.org/view/journals/mwre/83/11/1520-0493_1955_083_0249_teuowf_2_0_co_2.xml?ta,{},soc ben repo,excluded,"{""ESI data not used""}"
6863629,An Identification Study On Field-Derived Spectra Of Grassland Combustibles And Soil Based On Fractal Theory,2016,10.3964/j.issn.1000-0593(2016)08-2553-05,{},sample 1000,excluded,"{""Data is not valued""}"
6863592,An Improved Actor-Critic Algorithm In Continuous Spaces With Action Weighting,2017,10.11897/sp.j.1016.2017.01252,{},sample 1000,excluded,"{""No societal value context"",""ESI data not used""}"
6903641,A Conceptual Framework For The Governance Of Multiple Ecosystem Services In Agricultural Landscapes,NA,10.1007/s10980-019-00829-4,{},classifier round 1,excluded,"{""Data is not valued""}"
7037229,The Scientific Project Of The Small Satellite Of China,NA,10.1016/0094-5765(94)90178-3,{},classifier round 2,excluded,"{""ESI data not used""}"
6863299,Airborne Laser Scanning For Quantifying Criteria And Indicators Of Sustainable Forest Management In Canada,2021,10.1139/cjfr-2020-0424,{maybe},sample 1000,excluded,"{""Review or opinion""}"
6863686,What Rainfall Does Not Tell Us-Enhancing Financial Instruments With Satellite-Derived Soil Moisture And Evaporative Stress,2018,10.3390/rs10111819,{},sample 1000,excluded,"{""Data is not valued""}"
7037721,Improving The Optimization Solution For A Semi-Analytical Shallow Water Inversion Model In The Presence Of Spectrally Correlated Noise,NA,10.4319/lom.2014.12.651,{},classifier round 2,excluded,"{""Data is not valued""}"
6862731,"Glacial Lake Outburst Flood Risk Assessment Using Remote Sensing And Hydrodynamic Modeling: A Case Study Of Satluj Basin, Western Himalayas, India",2023,10.1007/s11356-023-25134-1,{},classifier round 1,excluded,"{""Data is not valued""}"
7037012,Decentralized Water Reuse Planning: Evaluation Of Life Cycle Costs And Benefits,NA,10.1016/j.resconrec.2018.05.016,"{""stellite water systems""}",classifier round 3,excluded,"{""ESI data not used""}"
7036886,Optimal Guidance Whale Optimization Algorithm And Hybrid Deep Learning Networks For Land Use Land Cover Classification,NA,10.1186/s13634-023-00980-w,{},classifier round 3,excluded,{Validation/calibration}
7038004,An Optimization Framework With Improved Auction-Based Initialization For Highly Constrained On-Orbit Servicing Mission Planning,NA,10.1016/j.asoc.2023.110983,{},classifier round 3,excluded,"{""ESI data not used""}"
6691711,Indian earth observation programme towards societal benefits: GEOSS perspective,2006,https://doi.org/10.1117/12.697269,{},soc ben repo,excluded,"{""Data is not valued""}"
6903555,"Review Of Remote Sensing-Based Methods For Forest Aboveground Biomass Estimation: Progress, Challenges, And Prospects",NA,10.3390/f14061086,{},classifier round 1,excluded,"{""Review or opinion""}"
7037578,Cost And Benefit Of Satellite Shielding,NA,10.1016/j.actaastro.2007.12.034,{},classifier round 2,excluded,"{""No societal value context"",""ESI data not used""}"
7037744,The Generalized Risk-Adjusted Cost-Effectiveness (Grace) Model For Measuring The Value Of Gains In Health: An Exact Formulation,NA,10.1017/bca.2023.6,{},classifier round 2,excluded,"{""ESI data not used""}"
6863280,Digital Surface Models For Gnss Mission Planning In Critical Environments,2014,10.1061/(asce)su.1943-5428.0000119,{},sample 1000,excluded,"{""No societal value context"",""Data is not valued""}"
6862772,Analyzing The Relationship Between Historic Canopy Dynamics And Current Plant Species Diversity In The Herb Layer Of Temperate Forests Using Long-Term Landsat Time Series,2019,10.1016/j.rse.2019.111305,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6863085,Title: Ecological Relevance Of Least Cost Path Analysis: An Easy Implementation Method For Landscape Urban Planning,2019,10.1016/j.jenvman.2019.04.124,{},sample 1000,excluded,"{""ESI data not used"",""Data is not valued""}"
7037478,Satellite Surface Reflectance Improves Habitat Distribution Mapping: A Case Study On Heath And Shrub Formations In The Cantabrian Mountains (Nw Spain),NA,10.1111/j.1472-4642.2011.00855.x,{},classifier round 2,excluded,"{""Data is not valued""}"
6666308,Effects Of Land Use Changes On The Ecosystem Service Values Of A Reclamation Farm In Northeast China,2012,10.1007/s00267-012-9923-5,{cco},early,excluded,"{""Data is not valued""}"
6691660,Uncertainty and risk in wildland fire management: A review,2011,https://doi.org/10.1016/j.jenvman.2011.03.015,{},soc ben repo,excluded,"{""Data is not valued""}"
6903531,Urban Photogrammetric Data Base For Multi-Purpose Cadastral-Based Information Systems: The Riyadh City Case,NA,10.1016/0924-2716(96)00006-8,{},classifier round 1,excluded,"{""Data is not valued""}"
6691522,Earth Observation for Sustainable Infrastructure: A Review,2021,https://doi.org/10.3390/rs13081528,{},soc ben repo,excluded,"{""Data is not valued"",""Review or opinion""}"
6863138,Application Of Hybrid Model-Based Machine Learning For Groundwater Potential Prediction In The North Central Of Vietnam,2024,10.1007/s12145-023-01209-y,{},sample 1000,excluded,"{""Data is not valued""}"
7037457,"Advancements In Medium And High Resolution Earth Observation For Land-Surface Imaging: Evolutions, Future Trends And Contributions To Sustainable Development",NA,10.1016/j.asr.2015.10.038,{interesting},classifier round 3,excluded,"{""Review or opinion""}"
6863520,Structural Equation Modeling And Gis Application Into Non-Carcinogenic Health Risk Assessment Of The Phreatic Aquifers Of The South-Western Coastal Basin-Ghana,2020,10.1007/s40808-020-00851-5,{},sample 1000,excluded,"{""Data is not valued""}"
6862856,"Evaluating The Effects Of Human Activity Over The Last Decades On The Soil Organic Carbon Pool Using Satellite Imagery And Gis Techniques In The Nile Delta Area, Egypt",2019,10.3390/su11092644,{},sample 1000,excluded,"{""Data is not valued""}"
7038674,Remote Sensing And Gis Data/Information In The Emergency Response/Recovery Phase,NA,10.1007/978-90-481-2238-7\_16,{},classifier round 3,excluded,"{""Data is not valued""}"
6863388,Statistical Modeling Of Extreme Precipitation With Trmm Data,2018,10.1175/jamc-d-17-0023.1,{},classifier round 1,excluded,{Validation/calibration}
6863023,Recent Ogallala Aquifer Region Drought Conditions As Observed By Terrestrial Water Storage Anomalies From Grace,2019,10.1111/1752-1688.12798,{},classifier round 1,excluded,"{""Data is not valued""}"
6670973,An Environmental Decision Support System For Spatial Assessment And Selective Remediation,2011,10.1016/j.envsoft.2010.12.010,{cco},early,excluded,"{""Data is not valued""}"
6862961,Temporal And Phenological Profiles Of Open And Dense Caatinga Using Remote Sensing: Response To Precipitation And Its Irregularities,2021,10.1007/s11676-020-01145-3,{},classifier round 1,excluded,"{""Data is not valued""}"
6691743,Potential benefits of climate forecasting to agriculture,2000,https://doi.org/10.1016/S0167-8809(00)00225-5,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
6863476,Estimation Of Degraded Grassland Aboveground Biomass Using Machine Learning Methods From Terrestrial Laser Scanning Data,2020,10.1016/j.ecolind.2019.105747,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6691532,"Decision Support Model and Visualization for Assessing Environmental Phenomena, Ecosystem Services, Policy Consequences, and Satellite Design Using Earth Observation Data",2020,https://hdl.handle.net/1721.1/128378,{},soc ben repo,excluded,"{""Data is not valued""}"
6862769,Direct Aerosol Optical Depth Retrievals Using Modis Reflectance Data And Machine Learning Over East Asia,2023,10.1016/j.atmosenv.2023.119951,{calibration},sample 1000,excluded,"{""Data is not valued""}"
6863425,A Combined Optimization-Assimilation Framework To Enhance The Predictive Skill Of Community Land Model,2021,10.1029/2021wr029879,{algorithm},sample 1000,excluded,"{""Data is not valued""}"
6863439,Demarcation Of Prime Farmland Protection Areas Around A Metropolis Based On High-Resolution Satellite Imagery,2016,10.1038/srep37634,{},sample 1000,excluded,"{""Data is not valued""}"
6862745,High-Resolution Riparian Vegetation Mapping To Prioritize Conservation And Restoration In An Impaired Desert River,2017,10.1111/rec.12425,{},sample 1000,excluded,"{""Data is not valued""}"
7036817,Cognitive Intelligence Assisted Fog-Cloud Architecture For Generalized Anxiety Disorder (Gad) Prediction,NA,10.1007/s10916-019-1495-y,{},classifier round 3,excluded,"{""ESI data not used""}"
7038207,Data-Driven Multi-Scale Study Of Historic Urban Environments By Accessing Earth Observation And Non-Destructive Testing Information Via An Hbim-Supported Platform,NA,10.1080/15583058.2023.2199408,{},classifier round 2,excluded,"{""ESI data not used"",""Data is not valued""}"
7038303,Multi-Objective Game Theory Model And Fuzzy Programing Approach For Sustainable Watershed Management,NA,10.1016/j.landusepol.2017.12.008,{},classifier round 2,excluded,"{""Data is not valued""}"
6903494,Using Gis To Develop A Model For Forest Fire Risk Mapping,NA,10.1007/s12524-019-00981-z,{},classifier round 1,excluded,{Validation/calibration}
7038327,At The Heart Of Redd+: A Role For Local People In Monitoring Forests?,NA,10.1111/j.1755-263x.2010.00159.x,"{""value of community sci""}",classifier round 3,excluded,"{""Data is not valued""}"
6863391,"Satellite-Aided Land Mobile Radio Experiments, Applications And Problems",1980,10.1016/0094-5765(80)90109-5,"{""radio communications""}",sample 1000,excluded,"{""No societal value context""}"
6863230,Evaluating Conservation Program Success With Landsat And Swat,2010,10.1007/s00267-010-9458-6,{},sample 1000,excluded,"{""Data is not valued""}"
6903644,A Supply-Demand Model Of Vegetation Cooling For Urban Heatwave Mitigation,NA,10.1016/j.uclim.2023.101699,{},classifier round 1,excluded,"{""Data is not valued""}"
7037182,Exploring The Potential Role Of Environmental And Multi-Source Satellite Data In Crop Yield Prediction Across Northeast China,NA,10.1016/j.scitotenv.2021.152880,{},classifier round 3,excluded,{Validation/calibration}
6903473,Developments In Organ Preserving Treatments For Renal Cell Cancer: Open Surgery,NA,10.1016/j.eursup.2004.02.003,"{""satellite lesions"",spurious}",classifier round 1,excluded,"{""ESI data not used""}"
6863313,Cost-Efficiency Assessments Of Marine Monitoring Methods Lack Rigor—A Systematic Mapping Of Literature And An End-User View On Optimal Cost-Efficiency Analysis,2021,10.1007/s10661-021-09159-y,"{""cost efficiency review""}",sample 1000,excluded,"{""Review or opinion""}"
6863316,Willow Cover As A Stream-Recovery Indicator Under A Conservation Grazing Plan,2012,10.1016/j.ecolind.2011.12.017,{},sample 1000,excluded,"{""Data is not valued""}"
6863679,Tourism's Impacts On Natural Resources: A Positive Case From China,2006,10.1007/s00267-004-0299-z,{},sample 1000,excluded,"{""Data is not valued""}"
7036923,Method And Gcp-Independent Block Adjustment For Zy-3 Satellite Images,NA,10.11834/jrs.20198067,{},classifier round 2,excluded,{Validation/calibration}
6691683,Potential value of GCM-based seasonal rainfall forecasts for maize management in semi-arid Kenya,2009,https://doi.org/10.1016/j.agsy.2009.03.005,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
6862732,The Effects Of Climate And Land Use On British Bumblebees: Findings From A Decade Of Citizen-Science Observations,2022,10.1111/1365-2664.14191,"{""citizen science""}",sample 1000,excluded,"{""Data is not valued""}"
6691589,Live Monitoring of Earth Surface (LiMES): A framework for monitoring environmental changes from Earth Observations,2017,https://doi.org/10.1016/j.rse.2017.05.040,{},soc ben repo,excluded,"{""Data is not valued""}"
6691536,Monitoring sustainable development by means of earth observation data and machine learning: a review,2020,https://doi.org/10.1186/s12302-020-00397-4,{},soc ben repo,excluded,"{""Value is not measured""}"
7037217,Ocean Surface Partitioning Strategies Using Ocean Colour Remote Sensing: A Review,NA,10.1016/j.pocean.2017.05.013,{},classifier round 3,excluded,"{""Review or opinion""}"
6862960,Development Of A New Gis-Based Method To Detect High Natural Value Farmlands: A Case Study In Central Italy,2017,10.4462/annbotrm-13829,"{maybe,calibration}",sample 1000,excluded,"{""Data is not valued""}"
7037607,Do Buyers' Sustainable Supply Chain Management And Stakeholders' Pressure Lead To Better Suppliers' Environmental And Operational Performance?,NA,10.6504/jmbr.202112_38(4).0004,{},classifier round 2,excluded,"{""ESI data not used""}"
7038255,Greenhouse Extraction With High-Resolution Remote Sensing Imagery Using Fused Fully Convolutional Network And Object-Oriented Image Analysis,NA,10.1117/1.jrs.15.046502,{},classifier round 2,excluded,{Validation/calibration}
6863437,Improved Deep Learning-Based Vehicle Detection For Urban Applications Using Remote Sensing Imagery,2023,10.3390/rs15194747,{},sample 1000,excluded,"{""No societal value context""}"
7037432,Loss Of Snap Is Associated With Food Insecurity And Poor Health In Working Families With Young Children,NA,10.1377/hlthaff.2018.05265,{},classifier round 3,excluded,"{""ESI data not used""}"
6863714,Information Content Of In Situ And Remotely Sensed Chlorophyll-A: Learning From Size-Structured Phytoplankton Model,2018,10.1016/j.jmarsys.2018.03.005,{},classifier round 1,excluded,"{""No societal value context"",""Data is not valued""}"
6862981,A Call For Viewshed Ecology: Advancing Our Understanding Of The Ecology Of Information Through Viewshed Analysis,2018,10.1111/2041-210x.12902,{},sample 1000,excluded,"{""Data is not valued""}"
6863699,Discontinuous Urban Growth: A Discussion From The Perspective Of Sustainability,2023,10.24857/rgsa.v18n1-029,{},sample 1000,excluded,"{""Data is not valued""}"
6903637,Multi-Scale Model Analysis Of Boundary Layer Ozone Over East Asia,NA,10.5194/acp-9-3277-2009,{},classifier round 1,excluded,"{""Data is not valued""}"
7037362,Monitoring Surface Water Area Variations Of Reservoirs Using Daily Modis Images By Exploring Sub-Pixel Information,NA,10.1016/j.isprsjprs.2020.08.008,{},classifier round 3,excluded,"{""Data is not valued""}"
6691662,The value of information: ‘Methodological Frontiers and New Applications for Realizing Social Benefit’ workshop,2010,https://doi.org/10.1016/j.spacepol.2010.08.007,{interesting},soc ben repo,excluded,"{""Value is not measured""}"
6903578,Assessment Of Tropical Cyclone Rainfall From Gsmap And Gpm Products And Their Application To Analog Forecasting In The Philippines,NA,10.3390/atmos13091398,{},classifier round 1,excluded,"{""Data is not valued"",Validation/calibration}"
6862805,"A Comparative Study Of Urban Expansion In Beijing, Tianjin And Shijiazhuang Over The Past Three Decades",2015,10.1016/j.landurbplan.2014.10.010,{},classifier round 1,excluded,"{""Data is not valued""}"
6862932,Stereo Mapping Of Ming Great Wall With Remote Sensing,2010,10.1007/s11434-010-4295-9,{},sample 1000,excluded,"{""Data is not valued""}"
7038079,Cotton Farming Industry Development And Policy Finance Support For Demand Estimation In Aksu,NA,10.3233/jcm-226522,{},classifier round 3,excluded,"{""Data is not valued""}"
