author,journal,year,doi,bibtex_source,benchmark,doc_id
dang,science of the total environment,2023,10.1016/j.scitotenv.2023.163271,scopus.bib,FALSE,2141
dang,knowledge and management of aquatic ecosystems,2022,10.1051/kmae/2022010,scopus.bib,FALSE,2142
dang,remote sensing,2021,10.3390/rs13061173,scopus.bib;wos_3001_3500.bib,FALSE,2143
dang,ecological indicators,2021,10.1016/j.ecolind.2021.108388,scopus.bib;wos_2501_3000.bib,FALSE,2144
daniels,health and place,2021,10.1016/j.healthplace.2021.102656,scopus.bib,FALSE,2145
daniels,advances in environmental research,2015,NA,scopus.bib,FALSE,2146
danielsen,conservation letters,2011,10.1111/j.1755-263x.2010.00159.x,scopus.bib,FALSE,2147
danielsson,environmental and resource economics,2005,10.1007/s10640-005-2176-5,scopus.bib,FALSE,2148
daraio,proceedings of the international astronautical congress iac,2016,NA,scopus.bib,FALSE,2149
daramola,heliyon,2019,10.1016/j.heliyon.2019.e02106,scopus.bib,FALSE,2150
dargains,land use policy,2021,10.1016/j.landusepol.2021.105788,scopus.bib;wos_0501_1000.bib,FALSE,2151
darmawan,iop conference series earth and environmental science,2021,10.1088/1755-1315/930/1/012075,scopus.bib,FALSE,2152
daru kristiadi,10th ieee international conference on communication networks and satellite comnetsat 2021 proceedings,2021,10.1109/comnetsat53002.2021.9530795,scopus.bib,FALSE,2153
darville,simulation modelling practice and theory,2022,10.1016/j.simpat.2022.102583,scopus.bib,FALSE,2154
das,remote sensing,2023,10.3390/rs15051340,scopus.bib;wos_3001_3500.bib,FALSE,2155
das,journal of the indian society of remote sensing,2022,10.1007/s12524-022-01602-y,scopus.bib,FALSE,2156
das,geocarto international,2022,10.1080/10106049.2021.2002424,scopus.bib;wos_1501_2000.bib,FALSE,2157
das,urban ecosystems,2022,10.1007/s11252-022-01246-3,scopus.bib;wos_0501_1000.bib,FALSE,2158
das,geo spatial information science,2022,10.1080/10095020.2022.2054731,scopus.bib,FALSE,2159
das,environmental science and pollution research,2022,10.1007/s11356-021-15674-9,scopus.bib;wos_2501_3000.bib,FALSE,2160
das,sustainability switzerland ,2022,10.3390/su14137923,scopus.bib,FALSE,2161
das,environmental development,2022,10.1016/j.envdev.2022.100772,scopus.bib,FALSE,2162
das,advances in geographic information science,2022,10.1007/978-3-030-75197-5_23,scopus.bib,FALSE,2163
das,journal of the indian society of remote sensing,2021,10.1007/s12524-020-01272-8,scopus.bib,FALSE,2164
das,journal of coastal conservation,2021,10.1007/s11852-021-00813-8,scopus.bib;wos_3001_3500.bib,FALSE,2165
das,journal of the indian society of remote sensing,2021,10.1007/s12524-021-01410-w,scopus.bib;wos_0001_0500.bib,FALSE,2166
das,regional environmental change,2020,10.1007/s10113-020-01637-2,wos_3001_3500.bib,FALSE,2167
das,journal of urban management,2019,10.1016/j.jum.2019.03.002,scopus.bib;wos_1001_1500.bib,FALSE,2168
das,modeling earth systems and environment,2018,10.1007/s40808-018-0435-z,scopus.bib;wos_2501_3000.bib,FALSE,2169
das,journal of mountain science,2017,10.1007/s11629-016-4159-0,scopus.bib,FALSE,2170
das,decision processes by using bivariate normal quantile pairs,2015,10.1007/978-81-322-2364-1,scopus.bib,FALSE,2171
das,proceeding of the 7th international conference on autonomic computing icac 10 and co located workshops,2010,10.1145/1809049.1809058,scopus.bib,FALSE,2172
das,international astronautical federation 58th international astronautical congress 2007,2007,NA,scopus.bib,FALSE,2173
das gupta,fluvial systems in the anthropocene process response and modelling,2022,10.1007/978-3-031-11181-5_10,scopus.bib,FALSE,2174
dasgupta,science of the total environment,2023,10.1016/j.scitotenv.2023.163691,scopus.bib;wos_2001_2500.bib,FALSE,2175
dasgupta,remote sensing of environment,2018,10.1016/j.rse.2018.06.019,scopus.bib,FALSE,2176
dasgupta,71st european association of geoscientists and engineers conference and exhibition 2009 balancing global resources incorporating spe europec 2009,2009,NA,scopus.bib,FALSE,2177
dash,remote sensing,2017,10.3390/rs9020156,scopus.bib,FALSE,2178
dashora,2019 4th ieee international conference on recent trends on electronics information communication and technology rteict 2019 proceedings,2019,10.1109/rteict46194.2019.9016737,scopus.bib,FALSE,2179
dastjerdi,hydrology,2022,10.3390/hydrology9100179,wos_0501_1000.bib,FALSE,2180
datta,forest ecology and management,2023,10.1016/j.foreco.2023.121345,scopus.bib;wos_0001_0500.bib,FALSE,2181
datta,international conference on robotics electrical and signal processing techniques,2023,10.1109/icrest57604.2023.10070039,scopus.bib,FALSE,2182
datta,journal of the indian society of remote sensing,2021,10.1007/s12524-020-01261-x,scopus.bib,FALSE,2183
daughtry,remote sensing of environment,2004,10.1016/j.rse.2003.10.023,scopus.bib,FALSE,2184
daughtry,remote sensing of environment,1997,10.1016/s0034-4257(96)00118-6,scopus.bib,FALSE,2185
daus,applied solar energy english translation of geliotekhnika ,2021,10.3103/s0003701x21050054,scopus.bib,FALSE,2186
dautermann,30th congress of the international council of the aeronautical sciences icas 2016,2016,NA,scopus.bib,FALSE,2187
dave,iop conference series earth and environmental science,2022,10.1088/1755-1315/1032/1/012005,scopus.bib,FALSE,2188
davenport,horttechnology,2005,10.21273/horttech.15.1.0031,scopus.bib;wos_3501_3742.bib,FALSE,2189
davi,forest ecology and management,2008,10.1016/j.foreco.2008.05.047,scopus.bib,FALSE,2190
david,remote sensing of environment,2022,10.1016/j.rse.2022.113232,scopus.bib;wos_2501_3000.bib,FALSE,2191
david,advances in atmospheric sciences,2019,10.1007/s00376-019-9022-0,scopus.bib;wos_2501_3000.bib,FALSE,2192
david,international multidisciplinary scientific geoconference surveying geology and mining ecology management sgem,2013,10.5593/sgem2013/bc3/s12.024,scopus.bib,FALSE,2193
david urquiza munoz,forests,2021,10.3390/f12060667,scopus.bib,FALSE,2194
davids,frontiers in earth science,2019,10.3389/feart.2019.00046,scopus.bib,FALSE,2195
davidson,ringing and migration,1999,10.1080/03078698.1999.9674214,scopus.bib,FALSE,2196
davies,clinical and experimental allergy,2021,10.1111/cea.13836,scopus.bib,FALSE,2197
davies,wildlife research,2020,10.1071/wr19198,scopus.bib,FALSE,2198
davies,biological conservation,2019,10.1016/j.biocon.2019.01.032,scopus.bib,FALSE,2199
davies,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,2200
davies,science of the total environment,2015,10.1016/j.scitotenv.2015.04.001,scopus.bib;wos_2501_3000.bib,FALSE,2201
davies,ieee transactions on geoscience and remote sensing,2009,10.1109/tgrs.2008.2002076,wos_0501_1000.bib,FALSE,2202
davis,marine ecology progress series,2019,10.3354/meps13067,scopus.bib;wos_0001_0500.bib,FALSE,2203
davis,environmental engineering,2007,NA,scopus.bib,FALSE,2204
dawen,shengtai xuebao,2020,10.5846/stxb201811292598,scopus.bib,FALSE,2205
dawsen,geographic information systems,2013,NA,scopus.bib,FALSE,2206
dawson,biodiversity,2016,10.1080/14888386.2016.1246384,scopus.bib,FALSE,2207
dawson,wsud 2012 7th international conference on water sensitive urban design building the water sensitive community final program and abstract book,2012,NA,scopus.bib,FALSE,2208
dawson,natural hazards,2011,10.1007/s11069-011-9745-4,scopus.bib,FALSE,2209
day,renewable resources journal,2016,NA,scopus.bib,FALSE,2210
dayan,frontiers in marine science,2023,10.3389/fmars.2023.1045138,scopus.bib,FALSE,2211
de,geocarto international,2022,10.1080/10106049.2021.1886345,scopus.bib;wos_0001_0500.bib,FALSE,2212
de alban,acrs 2015 36th asian conference on remote sensing fostering resilient growth in asia proceedings,2015,NA,scopus.bib,FALSE,2213
de albuquerque,remote sensing,2020,10.3390/rs12132159,scopus.bib,FALSE,2214
de almeida,precision agriculture,2023,10.1007/s11119-023-09994-8,scopus.bib;wos_1001_1500.bib,FALSE,2215
de almeida rodrigues,perspectives in ecology and conservation,2018,10.1016/j.pecon.2017.11.004,scopus.bib,FALSE,2216
de andrade,remote sensing applications society and environment,2022,10.1016/j.rsase.2022.100842,scopus.bib;wos_0501_1000.bib,FALSE,2217
de andrade,boletim de ciencias geodesicas,2022,10.1590/s1982-21702022000100006,scopus.bib,FALSE,2218
de andrade,revista brasileira de cartografia,2021,10.14393/rbcv73n2-55439,scopus.bib,FALSE,2219
de andrade,environmental monitoring and assessment,2021,10.1007/s10661-020-08788-z,scopus.bib,FALSE,2220
de andrade,management of environmental quality an international journal,2013,10.1108/14777831311322677,scopus.bib,FALSE,2221
de araujo,revista brasileira de cartografia,2019,10.14393/rbcv71n1-47309,scopus.bib,FALSE,2222
de backer,lecture notes in computer science including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics ,2004,10.1007/978-3-540-30126-4_61,scopus.bib,FALSE,2223
de barros,revista brasileira de meteorologia,2020,10.1590/0102-7786355000009,scopus.bib,FALSE,2224
de bem,international journal of wildland fire,2019,10.1071/wf18018,scopus.bib,FALSE,2225
de boissezon,handbook of space security policies applications and programs second edition,2020,10.1007/978-3-030-23210-8_93,scopus.bib,FALSE,2226
de c teixeira,remote sensing of hydrometeorological hazards,2017,10.1201/b20993,scopus.bib,FALSE,2227
de carvalho alves,science of the total environment,2020,10.1016/j.scitotenv.2019.134966,scopus.bib,FALSE,2228
de castro teixeira,journal of applied remote sensing,2017,10.1117/1.jrs.11.016030,scopus.bib,FALSE,2229
de cunto,urban book series,2021,10.1007/978-3-030-77356-4_20,scopus.bib,FALSE,2230
de freitas,energy research and social science,2022,10.1016/j.erss.2022.102660,scopus.bib,FALSE,2231
de guzman,value in health,2022,10.1016/j.jval.2021.12.001,scopus.bib,FALSE,2232
de jesus,journal of forestry research,2021,10.1007/s11676-020-01145-3,scopus.bib,FALSE,2233
de jesus guevara macias,journal of arid environments,2020,10.1016/j.jaridenv.2019.104097,scopus.bib,FALSE,2234
de jesus villarhernandez,revista mexicana de ciencias forestales,2022,10.29298/rmcf.v13i74.1274,scopus.bib,FALSE,2235
de kock,journal of environmental management,2022,10.1016/j.jenvman.2022.115807,scopus.bib;wos_3001_3500.bib,FALSE,2236
de la barrera,NA,2017,NA,wos_2501_3000.bib,FALSE,2237
de la barrera,iop conference series materials science and engineering,2017,10.1088/1757-899x/245/7/072023,scopus.bib,FALSE,2238
de la barrera,revista chilena de historia natural,2011,10.4067/s0716-078x2011000200004,scopus.bib;wos_1501_2000.bib,FALSE,2239
de la cruz,ices journal of marine science,2022,10.1093/icesjms/fsab256,scopus.bib;wos_0001_0500.bib,FALSE,2240
de la fuente,science of the total environment,2021,10.1016/j.scitotenv.2020.143830,scopus.bib,FALSE,2241
de leeuw,atmospheric pollution research,2022,10.1016/j.apr.2022.101359,scopus.bib;wos_1501_2000.bib,FALSE,2242
de luca,giscience remote sensing,2022,10.1080/15481603.2022.2128251,wos_0001_0500.bib,FALSE,2243
de luca,spaceops 2006 conference,2006,10.2514/6.2006-5736,scopus.bib,FALSE,2244
de luna,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2021,10.5194/isprs-archives-xlvi-4-w6-2021-133-2021,scopus.bib,FALSE,2245
de maeyer,european space agency special publication esa sp,2002,NA,scopus.bib,FALSE,2246
de magalhaes,lecture notes in civil engineering,2021,10.1007/978-3-030-68824-0_23,scopus.bib,FALSE,2247
de marinis,land,2021,10.3390/land10121368,scopus.bib;wos_0001_0500.bib,FALSE,2248
de mello,american society of agricultural and biological engineers annual international meeting 2008 asabe 2008,2008,NA,scopus.bib,FALSE,2249
de menezes,revista arvore,2021,10.1590/1806-908820210000031,scopus.bib;wos_3001_3500.bib,FALSE,2250
de meyfremaux,frontiers in marine science,2019,10.3389/fmars.2019.00436,wos_3501_3742.bib,FALSE,2251
de moraes cordeiro,natural resource modeling,2021,10.1111/nrm.12298,scopus.bib;wos_0501_1000.bib,FALSE,2252
de paul obade,water air and soil pollution,2013,10.1007/s11270-013-1658-2,scopus.bib,FALSE,2253
de petris,environmental research,2021,10.1016/j.envres.2021.110999,scopus.bib;wos_0001_0500.bib,FALSE,2254
de petris,remote sensing,2021,10.3390/rs13051030,scopus.bib,FALSE,2255
de santana gomes,revista brasileira de geografia fisica,2023,10.26848/rbgf.v16.2.p1040-1059,scopus.bib,FALSE,2256
de sherbinin,isprs international journal of geo information,2015,10.3390/ijgi4042561,scopus.bib,FALSE,2257
de smet,leading edge,2018,10.1190/tle37050367.1,scopus.bib,FALSE,2258
de sousa,environmental monitoring and assessment,2023,10.1007/s10661-023-11325-3,scopus.bib,FALSE,2259
de sousa,revista brasileira de meteorologia,2022,10.1590/0102-77863720026,scopus.bib,FALSE,2260
de soyres,international journal of remote sensing,1989,10.1080/01431168908903876,scopus.bib,FALSE,2261
de sy,current opinion in environmental sustainability,2012,10.1016/j.cosust.2012.09.013,scopus.bib,FALSE,2262
de teixeira,proceedings of spie the international society for optical engineering,2015,10.1117/12.2194491,scopus.bib,FALSE,2263
de teixeira,proceedings of spie the international society for optical engineering,2013,10.1117/12.2027490,scopus.bib,FALSE,2264
de toledo,international journal of remote sensing,2014,10.1080/01431161.2014.915593,scopus.bib,FALSE,2265
de urioste,advances in research techniques for the study of sea turtles,2016,NA,scopus.bib,FALSE,2266
de vries,journal of property planning and environmental law,2021,10.1108/jppel-02-2021-0011,scopus.bib;wos_2501_3000.bib,FALSE,2267
de weck,journal of aerospace computing information and communication,2004,10.2514/1.6346,scopus.bib,FALSE,2268
de zan,diversity basel,2023,10.3390/d15010096,wos_1001_1500.bib,FALSE,2269
deafalla,the climate conflict displacement nexus from a human security perspective,2022,10.1007/978-3-030-94144-4_13,scopus.bib,FALSE,2270
debebe,sustainability switzerland ,2023,10.3390/su15043001,scopus.bib,FALSE,2271
debebe,geocarto international,2023,10.1080/10106049.2023.2236582,scopus.bib,FALSE,2272
debeko,ecological processes,2018,10.1186/s13717-018-0145-5,scopus.bib,FALSE,2273
debellagilo,isprs annals of the photogrammetry remote sensing and spatial information sciences,2020,10.5194/isprs-annals-v-3-2020-803-2020,scopus.bib,FALSE,2274
debie,tropical conservation science,2022,10.1177/19400829221108928,wos_1001_1500.bib,FALSE,2275
debnath,geoscience frontiers,2023,10.1016/j.gsf.2023.101557,scopus.bib,FALSE,2276
debouk,photogrammetric engineering and remote sensing,2013,10.14358/pers.79.12.1121,scopus.bib,FALSE,2277
debrot,estuarine coastal and shelf science,2022,10.1016/j.ecss.2022.107761,scopus.bib,FALSE,2278
debusscher,remote sensing,2020,10.3390/rs12132118,scopus.bib;wos_2501_3000.bib,FALSE,2279
deche,environmental management,2023,10.1007/s00267-023-01814-z,scopus.bib,FALSE,2280
dede,aip conference proceedings,2023,10.1063/5.0112639,scopus.bib,FALSE,2281
dedieu,science of the total environment,2014,10.1016/j.scitotenv.2014.04.078,scopus.bib,FALSE,2282
deel,remote sensing of environment,2012,10.1016/j.rse.2011.10.026,scopus.bib,FALSE,2283
deepa varghese,iop conference series earth and environmental science,2022,10.1088/1755-1315/987/1/012018,scopus.bib,FALSE,2284
defauw,american journal of potato research,2012,10.1007/s12230-012-9271-2,scopus.bib,FALSE,2285
defries,environmental science and policy,2007,10.1016/j.envsci.2007.01.010,scopus.bib,FALSE,2286
degarmo,proceedings of the international astronautical congress iac,2021,NA,scopus.bib,FALSE,2287
degerickx,sustainability switzerland ,2020,10.3390/su12052144,scopus.bib,FALSE,2288
degife,remote sensing applications society and environment,2019,10.1016/j.rsase.2019.03.005,scopus.bib,FALSE,2289
dehbalaei,applied water science,2023,10.1007/s13201-023-01917-2,scopus.bib,FALSE,2290
dehghanidehcheshmeh,marine pollution bulletin,2023,10.1016/j.marpolbul.2023.114834,scopus.bib,FALSE,2291
deines,global change biology,2023,10.1111/gcb.16489,scopus.bib,FALSE,2292
deines,environmental research letters,2019,10.1088/1748-9326/aafe39,scopus.bib;wos_2501_3000.bib,FALSE,2293
dejen,remote sensing applications society and environment,2019,10.1016/j.rsase.2019.01.004,scopus.bib;wos_2501_3000.bib,FALSE,2294
dejos,acrs 2015 36th asian conference on remote sensing fostering resilient growth in asia proceedings,2015,NA,scopus.bib,FALSE,2295
del din,movement disorders,2016,10.1002/mds.26718,scopus.bib,FALSE,2296
del monte,60th international astronautical congress 2009 iac 2009,2009,NA,scopus.bib,FALSE,2297
del rio vera,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,2298
del riomena,ecological indicators,2020,10.1016/j.ecolind.2020.106182,scopus.bib,FALSE,2299
delalieux,2nd workshop on hyperspectral image and signal processing evolution in remote sensing whispers 2010 workshop program,2010,10.1109/whispers.2010.5594895,scopus.bib,FALSE,2300
delaney,agricultural water management,2022,10.1016/j.agwat.2022.107836,scopus.bib,FALSE,2301
delaney,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,2302
delattre,15th international conference on space operations 2018,2018,10.2514/6.2018-2442,scopus.bib,FALSE,2303
delenne,ieee geoscience and remote sensing letters,2022,10.1109/lgrs.2021.3079718,scopus.bib,FALSE,2304
delgado,catena,2022,10.1016/j.catena.2022.106597,scopus.bib,FALSE,2305
delgado,global ecology and conservation,2018,10.1016/j.gecco.2018.e00392,scopus.bib,FALSE,2306
delgado,revista de la facultad de ingenieria,2001,NA,scopus.bib,FALSE,2307
delgado,communications in soil science and plant analysis,2001,10.1081/css-100104115,scopus.bib;wos_2501_3000.bib,FALSE,2308
delgadoaguilar,applied geography,2019,10.1016/j.apgeog.2019.02.003,scopus.bib;wos_1501_2000.bib,FALSE,2309
della nave,agricultural systems,2022,10.1016/j.agsy.2022.103459,scopus.bib,FALSE,2310
dellacqua,international geoscience and remote sensing symposium igarss ,2009,10.1109/igarss.2009.5417603,scopus.bib,FALSE,2311
delmonteil,journal of humanitarian logistics and supply chain management,2017,10.1108/jhlscm-07-2016-0031,scopus.bib;wos_1501_2000.bib,FALSE,2312
delorenzo,proceedings international carnahan conference on security technology,2004,NA,scopus.bib,FALSE,2313
delpasand,journal of sustainable forestry,2023,10.1080/10549811.2022.2130359,scopus.bib,FALSE,2314
delphin,journal of environmental management,2013,10.1016/j.jenvman.2013.08.029,scopus.bib,FALSE,2315
delre,science of the total environment,2017,10.1016/j.scitotenv.2017.06.177,scopus.bib,FALSE,2316
deluca,remote sensing of environment,2020,10.1016/j.rse.2020.112016,scopus.bib;wos_0001_0500.bib,FALSE,2317
dematte,remote sensing of environment,2018,10.1016/j.rse.2018.04.047,scopus.bib,FALSE,2318
dematte,revista brasileira de ciencia do solo,2018,10.1590/18069657rbcs20170392,scopus.bib,FALSE,2319
dematte,international journal of remote sensing,2007,10.1080/01431160601121469,scopus.bib,FALSE,2320
demerdzhiev,acta zoologica bulgarica,2011,NA,scopus.bib,FALSE,2321
demir,geo marine letters,2019,10.1007/s00367-019-00608-9,scopus.bib,FALSE,2322
demir,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2018,10.5194/isprs-archives-xlii-3-w4-191-2018,scopus.bib,FALSE,2323
demir,arabian journal of geosciences,2015,10.1007/s12517-014-1332-z,wos_3001_3500.bib,FALSE,2324
demir,environmental earth sciences,2011,10.1007/978-3-540-95991-5-30,scopus.bib,FALSE,2325
demirbas,energy sources part b economics planning and policy,2017,10.1080/15567249.2015.1135204,scopus.bib,FALSE,2326
demirdjian,journal of applied meteorology and climatology,2018,10.1175/jamc-d-17-0023.1,scopus.bib,FALSE,2327
demirel,hydrology and earth system sciences,2018,10.5194/hess-22-1299-2018,scopus.bib,FALSE,2328
demirkesen,environment development and sustainability,2018,10.1007/s10668-017-9976-y,scopus.bib,FALSE,2329
demissie,earth systems and environment,2022,10.1007/s41748-021-00261-2,scopus.bib;wos_2501_3000.bib,FALSE,2330
dempster,asabe bioenergy engineering conference 2009,2009,NA,scopus.bib,FALSE,2331
denegre,isprs journal of photogrammetry and remote sensing,1991,10.1016/0924-2716(91)90065-4,scopus.bib,FALSE,2332
deng,sustainability switzerland ,2023,10.3390/su15065332,scopus.bib,FALSE,2333
deng,ieee journal of selected topics in applied earth observations and remote sensing,2022,10.1109/jstars.2022.3192267,scopus.bib,FALSE,2334
deng,2022 3rd international conference on geology mapping and remote sensing icgmrs 2022,2022,10.1109/icgmrs55602.2022.9849332,scopus.bib,FALSE,2335
deng,international journal of geographical information science,2022,10.1080/13658816.2022.2046756,scopus.bib,FALSE,2336
deng,cehui xuebao acta geodaetica et cartographica sinica,2020,10.11947/j.agcs.2020.20190117,scopus.bib,FALSE,2337
deng,ieee journal of selected topics in applied earth observations and remote sensing,2019,10.1109/jstars.2019.2944952,scopus.bib,FALSE,2338
deng,remote sensing,2019,10.3390/rs11050579,scopus.bib;wos_0501_1000.bib,FALSE,2339
deng,5th international workshop on earth observation and remote sensing applications eorsa 2018 proceedings,2018,10.1109/eorsa.2018.8598557,scopus.bib,FALSE,2340
deng,landscape and urban planning,2015,10.1016/j.landurbplan.2015.05.002,wos_2501_3000.bib,FALSE,2341
deng,isprs journal of photogrammetry and remote sensing,2013,10.1016/j.isprsjprs.2013.09.010,scopus.bib,FALSE,2342
deng,remote sensing of environment,2012,10.1016/j.rse.2012.09.009,scopus.bib,FALSE,2343
deng,2012 2nd international conference on remote sensing environment and transportation engineering rsete 2012 proceedings,2012,10.1109/rsete.2012.6260690,scopus.bib,FALSE,2344
deng,science in china series e technological sciences,2006,10.1007/s11431-006-8106-0,scopus.bib,FALSE,2345
dengiz,environmental monitoring and assessment,2010,10.1007/s10661-009-0749-4,scopus.bib,FALSE,2346
dengiz,environmental monitoring and assessment,2009,10.1007/s10661-008-0154-4,scopus.bib;wos_1001_1500.bib,FALSE,2347
denis,acta astronautica,2014,10.1016/j.actaastro.2013.09.010,scopus.bib;wos_2501_3000.bib,FALSE,2348
denis,proceedings of the international astronautical congress iac,2012,NA,scopus.bib,FALSE,2349
denis,space appli 2008 space applications days,2008,NA,scopus.bib,FALSE,2350
denis avila,ecosistemas,2020,10.7818/ecos.1985,scopus.bib,FALSE,2351
denisova,intercarto intergis,2022,10.35595/2414-9179-2022-2-28-859-870,scopus.bib,FALSE,2352
denner,south african journal of business management,2008,10.4102/sajbm.v39i3.566,scopus.bib;wos_3001_3500.bib,FALSE,2353
dennis,human ecology,2005,10.1007/s10745-005-5156-z,scopus.bib,FALSE,2354
dennis,NA,1979,NA,scopus.bib,FALSE,2355
densmore,journal of the american water resources association,2009,10.1111/j.1752-1688.2009.00373.x,scopus.bib,FALSE,2356
dentener,environmental science and technology,2006,10.1021/es0523845,scopus.bib,FALSE,2357
deoli,sensors,2022,10.3390/s22186827,scopus.bib,FALSE,2358
derouich,journal of applied research and technology,2014,10.1016/s1665-6423(14)71607-4,scopus.bib;wos_3501_3742.bib,FALSE,2359
derville,scientific reports,2022,10.1038/s41598-021-04412-3,scopus.bib,FALSE,2360
dervisoglu,isprs international journal of geo information,2021,10.3390/ijgi10080521,scopus.bib,FALSE,2361
dervisoglu,fresenius environmental bulletin,2017,NA,wos_2001_2500.bib,FALSE,2362
desai,proceedings of the european conference on synthetic aperture radar eusar,2008,NA,scopus.bib,FALSE,2363
deschamps,solar energy,2019,10.1016/j.solener.2018.12.051,wos_3501_3742.bib,FALSE,2364
desconnets,international journal of applied earth observation and geoinformation,2017,10.1016/j.jag.2016.09.010,scopus.bib,FALSE,2365
desnos,bulletin de l academie nationale de medecine,2020,10.1016/j.banm.2020.07.034,scopus.bib,FALSE,2366
desrochers,journal of forestry,2022,10.1093/jofore/fvab075,scopus.bib,FALSE,2367
dessie,geografiska annaler series b human geography,2008,10.1111/j.1468-0467.2008.00286.x,scopus.bib,FALSE,2368
desta,agriculture switzerland ,2022,10.3390/agriculture12071055,scopus.bib,FALSE,2369
deus,land,2016,10.3390/land5040043,scopus.bib;wos_1501_2000.bib,FALSE,2370
deval,environment development and sustainability,2022,10.1007/s10668-021-01596-6,scopus.bib;wos_2501_3000.bib,FALSE,2371
devaraj,applied sciences switzerland ,2021,10.3390/app11094129,scopus.bib,FALSE,2372
devaraj,indian journal of animal sciences,2010,NA,scopus.bib,FALSE,2373
devarapalli,2014 ieee conference on norbert wiener in the 21st century driving technology s future 21cw 2014 incorporating the proceedings of the 2014 north american fuzzy information processing society conference nafips 2014 conference proceedings,2014,10.1109/norbert.2014.6893948,scopus.bib,FALSE,2374
devasthale,mapping and image science,2014,NA,scopus.bib,FALSE,2375
devatha,NA,2015,10.1016/j.aqpro.2015.02.185,wos_0501_1000.bib,FALSE,2376
deveci,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2016,10.5194/isprsarchives-xli-b8-1341-2016,scopus.bib,FALSE,2377
devi,journal of the institution of engineers india series a,2023,10.1007/s40030-023-00719-8,scopus.bib,FALSE,2378
devi,theoretical and applied climatology,2022,10.1007/s00704-021-03824-5,wos_2001_2500.bib,FALSE,2379
devine,geoderma,2020,10.1016/j.geoderma.2020.114286,scopus.bib,FALSE,2380
devkota,natural hazards,2013,10.1007/s11069-012-0347-6,scopus.bib;wos_3001_3500.bib,FALSE,2381
devlin,marine pollution bulletin,2012,10.1016/j.marpolbul.2012.03.001,scopus.bib,FALSE,2382
dewen,proceedings 2009 international conference on environmental science and information application technology esiat 2009,2009,10.1109/esiat.2009.392,scopus.bib,FALSE,2383
dewey,weed technology,2004,10.1614/0890-037x(2004)018[1396:sfedtw]2.0.co;2,scopus.bib;wos_1001_1500.bib,FALSE,2384
dey,international journal of disaster resilience in the built environment,2022,10.1108/ijdrbe-08-2021-0106,scopus.bib,FALSE,2385
dharaiya,aerosol and air quality research,2023,10.4209/aaqr.220390,scopus.bib,FALSE,2386
dharssi,proceedings 21st international congress on modelling and simulation modsim 2015,2015,NA,scopus.bib,FALSE,2387
dhu,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,2388
dhungel,irrigation science,2023,10.1007/s00271-023-00848-9,scopus.bib,FALSE,2389
di bella,social indicators research,2018,10.1007/s11205-016-1495-y,scopus.bib;wos_2501_3000.bib,FALSE,2390
di bella,international journal of remote sensing,2011,10.1080/01431161.2010.494167,scopus.bib;wos_2501_3000.bib,FALSE,2391
di bello,wit transactions on ecology and the environment,2014,10.2495/eid140531,scopus.bib,FALSE,2392
di cola,boston university law review,2013,NA,scopus.bib,FALSE,2393
di giuseppe,journal of applied meteorology and climatology,2016,10.1175/jamc-d-15-0297.1,scopus.bib,FALSE,2394
di pasquale,proceedings of the international astronautical congress iac,2022,NA,scopus.bib,FALSE,2395
di pippo,proceedings of the international astronautical congress iac,2016,NA,scopus.bib,FALSE,2396
di salvo,proceedings of the international astronautical congress iac,2012,NA,scopus.bib,FALSE,2397
di stefano,journal of environmental management,2020,10.1016/j.jenvman.2020.110578,scopus.bib,FALSE,2398
di tullio,ecological modelling,2018,10.1016/j.ecolmodel.2017.10.012,scopus.bib,FALSE,2399
diakomihalis,tourism economics,2008,10.5367/000000008786440139,scopus.bib,FALSE,2400
diallo,cybergeo,2014,NA,scopus.bib,FALSE,2401
diallo,cybergeo european journal of geography,2014,10.4000/cybergeo.26296,wos_1001_1500.bib,FALSE,2402
diana,arab gulf journal of scientific research,2023,10.1108/agjsr-02-2023-0056,scopus.bib,FALSE,2403
diao,international journal of applied earth observation and geoinformation,2014,10.1016/j.jag.2014.01.015,scopus.bib;wos_1001_1500.bib,FALSE,2404
diarra,agricultural water management,2017,10.1016/j.agwat.2017.08.007,scopus.bib,FALSE,2405
diaz,journal of wildlife and biodiversity,2023,10.5281/zenodo.7317180,wos_1501_2000.bib,FALSE,2406
diaz,international astronautical federation 55th international astronautical congress 2004,2004,NA,scopus.bib,FALSE,2407
diazdelgado,ecosistemas,2016,10.7818/ecos.2016.25-1.03,scopus.bib,FALSE,2408
diaztoribio,nordic journal of botany,2022,10.1111/njb.03608,wos_1001_1500.bib,FALSE,2409
diaztorres,atmosphere,2022,10.3390/atmos13020152,wos_2001_2500.bib,FALSE,2410
diazvarela,ecological indicators,2018,10.1016/j.ecolind.2017.11.068,scopus.bib,FALSE,2411
diazvarela,journal of environmental management,2014,10.1016/j.jenvman.2014.01.006,scopus.bib,FALSE,2412
