title,author,year,doi,key,phase,screening_decision,reason_for_exclusion,quick_notes,soc_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
Aerial Drone Technology Can Assist Compliance Of Trap Fisheries,"Provost, Euan J. and Butcher, Paul A. and Coleman, Melinda A. and Bloom, Daniel and Kelaher, Brendan P.",2020,10.1111/fme.12420,provost_aerialdronetechnologyassist_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhanced Joint Hybrid Deep Neural Network Explainable Artificial Intelligence Model For 1-Hr Ahead Solar Ultraviolet Index Prediction,"Prasad, Salvin S. and Deo, Ravinesh C. and Salcedo-Sanz, Sancho and Downs, Nathan J. and Casillas-Perez, David and Parisi, Alfio V.",2023,10.1016/j.cmpb.2023.107737,prasad_enhancedjointhybriddeep_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Application Of The Vegetation Condition Index In The Diagnosis Of Spatiotemporal Distribution Of Agricultural Droughts: A Case Study Concerning The State Of Espirito Santo, Southeastern Brazil","Senhorelo, Adriano Posse and de Sousa, Elias Fernandes and dos Santos, Alexandre Rosa and Ferrari, Jeferson Luiz and Peluzio, Joao Batista Esteves and Zanetti, Sidney Sara and Carvalho, Rita de Cassia Freire and Camargo Filho, Claudio Barberini and de Souza, Kaise Barbosa and Moreira, Tais Rizzo and Costa, Gizely Azevedo and Kunz, Sustanis Horn and Dias, Henrique Machado",2023,10.3390/d15030460,senhorelo_applicationvegetationconditionindex_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Openet: Filling A Critical Data Gap In Water Management For The Western United States,"Melton, Forrest S. and Huntington, Justin and Grimm, Robyn and Herring, Jamie and Hall, Maurice and Rollison, Dana and Erickson, Tyler and Allen, Richard and Anderson, Martha and Fisher, Joshua B. and Kilic, Ayse and Senay, Gabriel B. and Volk, John and Hain, Christopher and Johnson, Lee and Ruhoff, Anderson and Blankenau, Philip and Bromley, Matt and Carrara, Will and Daudert, Britta and Doherty, Conor and Dunkerly, Christian and Friedrichs, MacKenzie and Guzman, Alberto and Halverson, Gregory and Hansen, Jody and Harding, Jordan and Kang, Yanghui and Ketchum, David and Minor, Blake and Morton, Charles and Ortega-Salazar, Samuel and Ott, Thomas and Ozdogan, Mutlu and ReVelle, Peter M. and Schull, Mitch and Wang, Carlos and Yang, Yun and Anderson, Ray G.",2022,10.1111/1752-1688.12956,melton_openetfillingcriticaldata_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Operational Evapotranspiration Estimates From Seviri In Support Of Sustainable Water Management,"Petropoulos, George P. and Ireland, Gareth and Lamine, Salim and Griffiths, Hywel M. and Ghilain, Nicolas and Anagnostopoulos, Vasileios and North, Matthew R. and Srivastava, Prashant K. and Georgopoulou, Hro",2016,10.1016/j.jag.2016.02.006,petropoulos_operationalevapotranspirationestimatesseviri_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geo-Processing Workflow Driven Wildfire Hot Pixel Detection Under Sensor Web Environment,"Chen, N. and Di, L. and Yu, G. and Gong, J.",2010,10.1016/j.cageo.2009.06.013,chen_geoprocessingworkflowdriven_2010,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Examples Of Strategies To Analyze Spatial And Temporal Yield Variability Using Crop Models,"Batchelor, WD and Basso, B and Paz, JO",2002,10.1016/s1161-0301(02)00101-6,batchelor_examplesstrategiesanalyzespatial_2002,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Environmental Security In Arctic Ice-Covered Seas: From Strategy To Tactics Of Hazard Identification And Emergency Response,"Eicken, Hajo and Jones, Joshua and Meyer, Franz and Mahoney, Andy and Druckenmiller, Matthew L. and Rohith, M. V. and Kambhamettu, Chandra",2011,10.4031/mtsj.45.3.1,eicken_environmentalsecurityarcticice_2011,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Model-Assisted Estimation Of Change In Forest Biomass Over An 11year Period In A Sample Survey Supported By Airborne Lidar: A Case Study With Post-Stratification To Provide ""Activity Data""","Næsset, E. and Bollandsås, O. M. and Gobakken, T. and Gregoire, T. G. and Ståhl, G.",2013,10.1016/j.rse.2012.10.008,naesset_modelassistedestimationchange_2013,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Perspectives Of Earth Surface Remote Detection For Hydro-Geomorphological Monitoring Of Rivers,"Zingaro, Marina and La Salandra, Marco and Capolongo, Domenico",2022,10.3390/su142114093,zingaro_perspectivesearthsurfaceremote_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taking The Highway To Save Lives On Lake Victoria,"Roberts, Rita D. and Goodman, Steven J. and Wilson, James W. and Watkiss, Paul and Powell, Robert and Petersen, Ralph A. and Bain, Caroline and Faragher, John and Chang'a, Ladislaus B. and Kapkwomu, Julius Kiprop and Oloo, Paul N. and Sebaziga, Joseph N. and Hartley, Andrew and Donovan, Timothy and Mittermaier, Marion and Cronce, Lee and Virts, Katrina S.",2022,10.1175/bams-d-20-0290.1,roberts_takinghighwaysavelives_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Historic Documentation: A Model Of Project Based Learning For Architectural Education,"Warden, R. and Woodcock, D.",2005,10.1016/j.landurbplan.2004.11.003,warden_historicdocumentationmodelproject_2005,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decadal Reanalysis Of Biogeochemical Indicators And Fluxes In The North West European Shelf-Sea Ecosystem,"Ciavatta, S. and Kay, S. and Saux-Picart, S. and Butenschon, M. and Allen, J. I.",2016,10.1002/2015jc011496,ciavatta_decadalreanalysisbiogeochemicalindicators_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paragon -: An Integrated Approach For Characterizing Aerosol Climate Impacts And Environmental Interactions,"Diner, DJ and Ackerman, TP and Anderson, TL and Bösenberg, J and Braverman, AJ and Charlson, RJ and Collins, WD and Davies, R and Holben, BN and Hostetler, CA and Kahn, RA and Martonchik, JV and Menzies, RT and Miller, MA and Ogren, JA and Penner, JE and Rasch, PJ and Schwartz, SE and Seinfeld, JH and Stephens, GL and Torres, O and Travis, LD and Wielicki, BA and Yu, B",2004,10.1175/bams-85-10-1491,diner_paragonintegratedapproachcharacterizing_2004,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using Bathymetric Lidar To Define Nearshore Benthic Habitat Complexity: Implications For Management Of Reef Fish Assemblages In Hawaii,"Wedding, Lisa M. and Friedlander, Alan M. and McGranaghan, Matthew and Yost, Russell S. and Monaco, Mark E.",2008,10.1016/j.rse.2008.01.025,wedding_bathymetriclidardefinenearshore_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spatial Ecology Of Mangrove Forests: A Remote Sensing Perspective,"Lucas, R. and Lule, A. V. and Rodríguez, M. T. and Kamal, M. and Thomas, N. and Asbridge, E. and Kuenzer, C.",2017,10.1007/978-3-319-62206-4_4,lucas_spatialecologymangroveforests_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Global Climate Change And The Developing World,"Choudhary, A. R.",1998,10.1016/s0892-9270(98)00019-0,choudhary_globalclimatechangedeveloping_1998,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using Publicly Available Remote Sensing Products To Evaluate Redd Plus Projects In Brazil,"Demarchi, Gabriela and Subervie, Julie and Catry, Thibault and Tritsch, Isabelle",2023,10.1016/j.gloenvcha.2023.102653,demarchi_publiclyremotesensingproducts_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Flash Flood Guidance System Implementation Worldwide A Successful Multidecadal Research-To-Operations Effort,"Georgakakos, Konstantine P. and Modrick, Theresa M. and Shamir, Eylon and Campbell, Rochelle and Cheng, Zhengyang and Jubach, Robert and Sperfslage, Jason A. and Spencer, Cristopher R. and Banks, Randall",2022,10.1175/bams-d-20-0241.1,georgakakos_flashfloodguidancesystem_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Economic Aspects Of New Cartographic Products,"De Soyres, F.",1989,10.1080/01431168908903876,desoyres_economicaspectscartographicproducts_1989,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Xgboost-Based Downscaling-Calibration Scheme For Extreme Precipitation Events,"Zhu, Honglin and Liu, Huizeng and Zhou, Qiming and Cui, Aihong",2023,10.1109/tgrs.2023.3294266,zhu_xgboostbaseddownscalingcalibration_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seasonal Crop Water Balance Using Harmonized Landsat-8 And Sentinel-2 Time Series Data,"Gavilán, V. and Lillo-Saavedra, M. and Holzapfel, E. and Rivera, D. and García-Pedrero, A.",2019,10.3390/w11112236,gavilan_seasonalcropwaterbalance_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Use Of Geodesign Tools For Visualisation Of Scenarios For An Ecologically Sensitive Area At A Local Scale,"Srivastava, Sanjeev Kumar and Scott, Gary and Rosier, Johanna",2022,10.1177/2399808321991538,srivastava_geodesigntoolsvisualisationscenarios_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evaluation Of Sugarcane Irrigation Using Aquacrop Model And Remote Sensing,"Jamnani, Mostafa Rahimi and Mirzaei, Farhad and Liaghat, Abdolmajid",2022,10.1002/ird.2718,jamnani_evaluationsugarcaneirrigationaquacrop_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anticipated Applications Potential Of Radarsat-2 Data,"van der Sanden, JJ",2004,10.5589/m04-001,vandersanden_anticipatedapplicationspotentialradarsat_2004,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Route Plans For Uav Aerial Surveys According To Different Dems In Complex Mountainous Surroundings: A Case Study In The Zheduoshan Mountains, China","Du, Qingsong and Li, Guoyu and Zhou, Yu and Chen, Dun and Chai, Mingtang and Qi, Shunshun and Cao, Yapeng and Tang, Liyun and Jia, Hailiang",2022,10.3390/rs14205215,du_routeplansuavaerial_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Development Of A Web-Based Hydrologic Education Tool Using Google Earth Resources,"Habib, Emad and Ma, Yuxin and Williams, Douglas",2012,10.1130/2012.2492(33),habib_developmentwebbasedhydrologic_2012,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Operational Procedure For Rapid Flood Risk Assessment In Europe,"Dottori, Francesco and Kalas, Milan and Salamon, Peter and Bianchi, Alessandra and Alfieri, Lorenzo and Feyen, Luc",2017,10.5194/nhess-17-1111-2017,dottori_operationalprocedurerapidflood_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estimating The Added Value Of Grace Total Water Storage And Uncertainty Quantification In Seasonal Streamflow Forecasting,"Liu, Li and Xie, Jingkai and Gu, Haiting and Xu, Yue-Ping",2022,10.1080/02626667.2021.1998510,liu_estimatingaddedgracetotal_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remotely Sensed Variables Explain Microhabitat Selection And Reveal Buffering Behaviours Against Warming In A Climate-Sensitive Bird Species,"Alessandrini, Corrado and Scridel, Davide and Boitani, Luigi and Pedrini, Paolo and Brambilla, Mattia",2022,10.1002/rse2.265,alessandrini_remotelysensedvariablesexplain_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Agri-Environmental Scheme For Reducing Inputs Subjected To Accidental Spillage: An Application To Agricultural Burnings By Smallholders,"Morello, Thiago",2023,10.1007/s10640-022-00720-y,morello_agrienvironmentalschemereducing_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ikonos Imagery For Resource Management: Tree Cover, Impervious Surfaces, And Riparian Buffer Analyses In The Mid-Atlantic Region","Goetz, SJ and Wright, RK and Smith, AJ and Zinecker, E and Schaub, E",2003,10.1016/j.rse.2003.07.010,goetz_ikonosimageryresourcemanagement_2003,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geographical Information Systems Technology As A Tool For Genocide Prevention: The Case Of Darfur,"Levinger, M.",2009,10.1080/13562570902781249,levinger_geographicalinformationsystemstechnology_2009,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Precision Variable Rate Nitrogen For Dryland Farming On Waterlogging Riverine Plains Of Southeast Australia?,"Nordblom, Thomas L. and Hutchings, Timothy R. and Godfrey, Sosheel S. and Schefe, Cassandra R.",2021,10.1016/j.agsy.2020.102962,nordblom_precisionvariableratenitrogen_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Multi-Modal Fusion Network Guided By Feature Co-Occurrence For Urban Region Function Recognition,"Zhang, Nenghuan and Wang, Yongbin and Wang, Xiaoguang and Yu, Peng",2022,10.1587/transinf.2021edp7230,zhang_multimodalfusionnetwork_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Infrastructure Assessment For Disaster Management Using Multi-Sensor And Multi-Temporal Remote Sensing Imagery,"Butenuth, Matthias and Frey, Daniel and Nielsen, Allan Aasbjerg and Skriver, Henning",2011,10.1080/01431161.2010.542204,butenuth_infrastructureassessmentdisastermanagement_2011,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Facilitating Native Land Reacquisition In The Rural Usa Through Collaborative Research And Geographic Information Systems,"Barcus, H. R. and Smith, L. J.",2016,10.1111/1745-5871.12167,barcus_facilitatingnativelandreacquisition_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Applied Welfare Economics With Bounded Rationality: Public Policies Toward Remote Sensing,"Rotheli, Tobias F.",2005,10.1007/s11294-004-7165-x,rotheli_appliedwelfareeconomicsbounded_2005,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Identification Of High Nature Value Grassland With Remote Sensing And Minimal Field Data,"Stenzel, Stefanie and Fassnacht, Fabian Ewald and Mack, Benjamin and Schmidtlein, Sebastian",2017,10.1016/j.ecolind.2016.11.005,stenzel_identificationnaturegrasslandremote_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swot Data Assimilation For Operational Reservoir Management On The Upper Niger River Basin,"Munier, S. and Polebistki, A. and Brown, C. and Belaud, G. and Lettenmaier, D. P.",2015,10.1002/2014wr016157,munier_swotdataassimilationoperational_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evaluating The Potential Of Als Data To Increase The Efficiency Of Aboveground Biomass Estimates In Tropical Peat-Swamp Forests,"Magdon, P. and González-Ferreiro, E. and Pérez-Cruzado, C. and Purnama, E. S. and Sarodja, D. and Kleinn, C.",2018,10.3390/rs10091344,magdon_evaluatingpotentialalsdata_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Contribution Of Spaceborne Sar Data In Linear Infrastructures Monitoring Activities,NA,NA,10.1007/978-3-030-21359-6_34,NA,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irrigation Retrieval From Landsat Optical/Thermal Data Integrated Into A Crop Water Balance Model: A Case Study Over Winter Wheat Fields In A Semi-Arid Region,"Olivera-Guerra, Luis and Merlin, Olivier and Er-Raki, Salah",2020,10.1016/j.rse.2019.111627,oliveraguerra_irrigationretrievallandsatoptical_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spatio-Temporal Prediction Of Crop Disease Severity For Agricultural Emergency Management Based On Recurrent Neural Networks,"Xu, Wei and Wang, Qili and Chen, Runyu",2018,10.1007/s10707-017-0314-1,xu_spatiotemporalpredictioncrop_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Automatic Delimitation Of Watershed Using Data Srtm,"Sobrinho, Teodorico Alves and Oliveira, Paulo T. S. and Rodrigues, Dulce B. B. and Ayres, Fabio M.",2010,10.1590/s0100-69162010000100005,sobrinho_automaticdelimitationwatersheddata_2010,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Optimizing Top Dresseing Nitrogen Fertilization Using Venμs And Sentinel‐2 L1 Data,"Bonfil, D. J. and Michael, Y. and Shiff, S. and Lensky, I. M.",2021,10.3390/rs13193934,bonfil_optimizingtopdresseingnitrogen_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Ontology-Based Reasoning Framework For Querying Satellite Images For Disaster Monitoring,"Alirezaie, Marjan and Kiselev, Andrey and Langkvist, Martin and Klugl, Franziska and Loutfi, Amy",2017,10.3390/s17112545,alirezaie_ontologybasedreasoningframework_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Precision Agriculture On Grassland: Applications, Perspectives And Constraints","Schellberg, Juergen and Hill, Michael J. and Gerhards, Roland and Rothmund, Matthias and Braun, Matthias",2008,10.1016/j.eja.2008.05.005,schellberg_precisionagriculturegrasslandapplications_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecting Local To Global: Geographic Information Systems And Ecological Footprints As Tools For Sustainability,"Klinsky, S. and Sieber, R. and Meredith, T.",2010,10.1080/00330120903404892,klinsky_connectinglocalglobalgeographic_2010,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesoscale Modeling Of Runoff And Water Balances Using Remote-Sensing And Other Gis Data,"SCHULTZ, GA",1994,10.1080/02626669409492729,schultz_mesoscalemodelingrunoffwater_1994,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evaluation Of A New Practical Low-Cost Method For Prioritising The Remediation Of Fish Passage Barriers In Resource-Deficient Settings,"Marsden, Tim and Baumgartner, Lee J. and Duffy, Deanna and Horta, Ana and Ning, Nathan",2023,10.1016/j.ecoleng.2023.107024,marsden_evaluationpracticallowcost_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Posterior Cramer Rao Bounds For Cooperative Localization In Low-Cost Uav Swarms,"Goel, Salil and Kealy, Allison and Lohani, Bharat",2019,10.1007/s12524-018-0899-3,goel_posteriorcramerraobounds_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assessing The Performance Of A Large-Scale Irrigation System By Estimations Of Actual Evapotranspiration Obtained By Landsat Satellite Images Resampled With Cubic Convolution,"Awada, Hassan and Ciraolo, Giuseppe and Maltese, Antonino and Provenzano, Giuseppe and Moreno Hidalgo, Miguel Angel and Ignacio Corcoles, Juan",2019,10.1016/j.jag.2018.10.016,awada_assessingperformancescaleirrigation_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propagation Of Positional Measurement Errors To Agricultural Field Boundaries And Associated Costs,"de Bruin, S. and Heuvelink, G. B. M. and Brown, J. D.",2008,10.1016/j.compag.2008.03.005,debruin_propagationpositionalmeasurementerrors_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evaluation Of Multiple Satellite-Based Soil Moisture Products Over Continental Us Based On In Situ Measurements,"Jing, Wenlong and Song, Jia and Zhao, Xiaodan",2018,10.1007/s11269-018-1989-2,jing_evaluationmultiplesatellitebased_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Next Generation Satellite Rgb Dust Imagery Leads To Operational Changes At Nws Albuquerque,"Fuell, Kevin K. and Guyer, Brian J. and Kann, Deirdre and Molthan, Andrew L. and Elmer, Nicholas",2016,10.15191/nwajom.2016.0406,fuell_generationsatellitergbdust_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Initial Skill Assessment Of The California Harmful Algae Risk Mapping (C-Harm) System,"Anderson, Clarissa R. and Kudela, Raphael M. and Kahru, Mati and Chao, Yi and Rosenfeld, Leslie K. and Bahr, Frederick L. and Anderson, David M. and Norris, Tenaya A.",2016,10.1016/j.hal.2016.08.006,anderson_initialskillassessmentcalifornia_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Focus Group Study Of Factors That Promote And Constrain The Use Of Satellite-Derived Fire Products By Resource Managers In Southern Africa,"Trigg, S. N. and Roy, D. P.",2007,10.1016/j.jenvman.2005.12.008,trigg_focusstudyfactorspromote_2007,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pricing Of Satellite Image Data Products: Neutrosophic Fuzzy Pricing Approaches Under Different Game Scenarios,"Luo, Suizhi and Pedrycz, Witold and Xing, Lining",2021,10.1016/j.asoc.2021.107106,luo_pricingsatelliteimagedata_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing Inversion Of Soil Nutrient On Farmland In Huangshui River Basin Based On Xgboost Model,"Liu, Z. and Lei, H. and Sheng, H.",2023,10.12118/j.issn.1000-6060.2023.034,liu_remotesensinginversionsoil_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evaluation Of Images Obtained With The Micasense Sensor To Estimate Bathymetry In Optically Shallow Water,"De Andrade, L. C. and Ferreira, I. O. and Medeiros, N. D. G. and Teixeira, V. G. and Santos, F. C. M.",2021,10.14393/rbcv73n2-55439,deandrade_evaluationimagesobtainedmicasense_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Precision Agriculture,"Leonard, E. C.",2015,10.1016/b978-0-12-394437-5.00203-5,leonard_precisionagriculture_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retrieval Of Water Quality Parameters From Hyperspectral Images Using Hybrid Bayesian Probabilistic Neural Network,"Zhang, Yishan and Wu, Lun and Ren, Huazhong and Deng, Licui and Zhang, Pengcheng",2020,10.3390/rs12101567,zhang_retrievalwaterqualityparameters_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tropical Africa's First Testbed For High-Impact Weather Forecasting And Nowcasting,"Fletcher, J. K. and Diop, C. A. and Adefisan, E. and Ahiataku, M. A. and Ansah, S. O. and Birch, C. E. and Burns, H. L. and Clarke, S. J. and Gacheru, J. and James, T. D. and Tuikong, C. K. Ngetich and Koros, D. and Indasi, V. S. and Lamptey, B. L. and Lawal, K. A. and Parker, D. J. and Roberts, A. J. and Stein, T. H. M. and Visman, E. and Warner, J. and Woodhams, B. J. and Youds, L. H. and Ajayi, V. O. and Bosire, E. N. and Cafaro, C. and Camara, C. A. T. and Chanzu, B. and Dione, C. and Gitau, W. and Groves, D. and Groves, J. and Hill, P. G. and Ishiyaku, I. and Klein, C. M. and Marsham, J. H. and Mutai, B. K. and Ndiaye, P. N. and Osei, M. and Popoola, T. I. and Talib, J. and Taylor, C. M. and Walker, D.",2023,10.1175/bams-d-21-0156.1,fletcher_tropicalafrica'stestbedimpact_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solutions From Space? A Dynamic Capabilities Perspective On The Growing Use Of Satellite Technology For Managing Sustainability In Multi-Tier Supply Chains,"Heldt, Lisa and Beske-Janssen, Philip",2023,10.1016/j.ijpe.2023.108864,heldt_solutionsspacedynamiccapabilities_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heterogeneity Characteristics Of An Inland Wetland Environment Through Spatio-Spectral Analysis,"Jollineau, M. and Wilson, H. and Howarth, P.",2008,10.5589/m08-028,jollineau_heterogeneitycharacteristicsinlandwetland_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Maritime Emission Control Area For The Mediterranean Sea? Technological Solutions And Policy Options For A 'Med Eca',"Brewer, Thomas",2020,10.1007/s41207-020-00155-1,brewer_maritimeemissioncontrolmediterranean_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cost Benefit Analysis Of Survey Methods For Assessing Intertidal Sediment Disturbance: A Bait Collection Case Study,"White, Shannon M. and Schaefer, Martin and Barfield, Peter and Cantrell, Ruth and Watson, Gordon J.",2022,10.1016/j.jenvman.2021.114386,white_costbenefitanalysissurvey_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citizen Science For Earth Observation (Citzens4eo): Understanding Current Use In The Uk,"Boyd, Doreen S. and Foody, Giles M. and Brown, Chloe and Mazumdar, Suvodeep and Marshall, Harry and Wardlaw, Jessica",2022,10.1080/01431161.2022.2076574,boyd_citizenscienceearthobservation_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consistent Long-Term Monthly Coastal Wetland Vegetation Monitoring Using A Virtual Satellite Constellation,"Tahsin, S. and Medeiros, S. C. and Singh, A.",2021,10.3390/rs13030438,tahsin_consistenttermmonthlycoastal_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
High-Precision Gnss For Agricultural Operations,"Perez-Ruiz, M. and Martínez-Guanter, J. and Upadhyaya, S. K.",2021,10.1016/b978-0-12-818617-6.00017-2,perezruiz_precisiongnssagriculturaloperations_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Economic Losses Caused By Tree Species Proportions And Site Type Errors In Forest Management Planning,"Haara, Arta and Kangas, Annika and Tuominen, Sakari",2019,10.14214/sf.10089,haara_economiclossescausedtree_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperspectral Sensors And Application In Forestry,"Ančić, M. and Pernar, R. and Cindrić, F. B. and Seletković, A. and Kolić, J.",2019,10.5552/nms.2019.7,ancic_hyperspectralsensorsapplicationforestry_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Probabilistic Seasonal Dengue Forecasting In Vietnam: A Modelling Study Using Superensembles,"Colon-Gonzalez, Felipe J. and Soares Bastos, Leonardo and Hofmann, Barbar and Hopkin, Alison and Harpham, Quillon and Crocker, Tom and Amato, Rosanna and Ferrario, Iacopo and Moschini, Francesca and James, Samuel and Malde, Sajni and Ainscoe, Eleanor and Sinh Nam, Vu and Quang Tan, Dang and Duc Khoa, Nguyen and Harrison, Mark and Tsarouchi, Gina and Lumbroso, Darren and Brady, Oliver J. and Lowe, Rachel",2021,10.1371/journal.pmed.1003542,colongonzalez_probabilisticseasonaldengueforecasting_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modelling Coral Reef Habitat Trajectories: Evaluation Of An Integrated Timed Automata And Remote Sensing Approach,"Scopélitis, J. and Andréfouët, S. and Largouët, C.",2007,10.1016/j.ecolmodel.2007.02.011,scopelitis_modellingcoralreefhabitat_2007,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Comparison Of 3 Landscape Classifications And Investigation Of The Potential For Using Remotely-Sensed Land-Cover Data For Landscape Classification,"CHERRILL, A",1994,10.1016/0743-0167(94)90054-x,cherrill_comparison3landscapeclassifications_1994,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Climapp—Integrating Personal Factors With Weather Forecasts For Individualised Warning And Guidance On Thermal Stress,"Kingma, B. R. M. and Steenhoff, H. and Toftum, J. and Daanen, H. A. M. and Folkerts, M. A. and Gerrett, N. and Gao, C. and Kuklane, K. and Petersson, J. and Halder, A. and Zuurbier, M. and Garland, S. W. and Nybo, L.",2021,10.3390/ijerph182111317,kingma_climappintegratingpersonalfactors_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cross-Sector Integration Of Urban Information To Enhance Sustainable Decision Making,"Fink, J. H.",2011,10.1147/jrd.2010.2090076,fink_crosssectorintegrationurban_2011,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaluation Of Satellite And Simulated Rainfall Products For Hydrological Applications In The Notwane Catchment, Botswana","Kenabatho, P. K. and Parida, B. P. and Moalafhi, D. B.",2017,10.1016/j.pce.2017.02.009,kenabatho_evaluationsatellitesimulatedrainfall_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
